Approved symbol	Previous symbol
MRPL57P10	MRP63P10
MRPL58	ICT1
MRPS2	
MRPS5	
MRPS5P3	
MRPS5P4	
MRPS6	C21orf101
MRPS6P1	
MRPS6P2	
MRPS6P4	
MRPS7	
MRPS7P1	
MRPS7P2	
MRPS9	
MRPS9-AS1	
MRPS9-AS2	
MRPS10	
MRPS10P1	
MRPS10P2	
MRPS10P5	
MRPS11	
MRPS11P1	
MRPS12	RPMS12
MRPS14	
MRPS15	
MRPS15P1	
MRPS15P2	
MRPS16	
MRPS16P1	
MRPS16P2	MRPS16P
MRPS16P3	
MRPS17	
MRPS17P1	
MRPS17P3	
MRPS17P5	
MRPS17P6	
MRPS17P7	
MRPS17P9	
MRPS18	
MRPS18A	
MRPS18AP1	
MRPS18B	
MRPS18BP1	
MRPS18BP2	
MRPS18C	
MRPS18CP2	
MRPS18CP3	
MRPS18CP4	
MRPS18CP5	
MRPS18CP6	
MRPS18CP7	
MRPS21	
MRPS21P1	
MRPS21P2	
MRPS21P3	
MRPS21P4	
MRPS21P5	
MRPS21P6	
MRPS21P7	
MRPS21P8	
MRPS21P9	
MRPS22	
MRPS22P1	
MRPS23	
MRPS23P1	
MRPS24	
MRPS24P1	
MRPS25	
MRPS25P1	
MRPS26	C20orf193
MRPS27	
MRPS28	
MRPS30	PDCD9
MRPS30-DT	
MRPS31	
MRPS31P1	
MRPS31P2	
MRPS31P4	
MRPS31P5	MRPS31P3
MRPS33	
MRPS33P1	
MRPS33P2	
MRPS33P3	
MRPS33P4	
MRPS34	
MRPS35	
MRPS35-DT	
MRPS35P1	
MRPS35P2	
MRPS35P3	
MRPS36	
MRPS36P1	
MRPS36P2	
MRPS36P3	
MRPS36P4	
MRPS36P5	
MRPS36P6	
MRRF	
MRRFP1	MRRFP
MRS2	MRS2L
MRS2P1	MRS2LP1
MRS2P2	
MRSD	
MRT4	
MRT8	
MRT9	
MRT10	
MRT11	
MRT19	
MRT20	
MRT23	
MRT24	
MRT25	
MRT26	
MRT28	
MRTFA	MKL1
MRTFA-AS1	
MRTFB	MKL2
MRTO4	C1orf33
MRX4	
MRX5	
MRX6	
MRX7	
MRX8	
MRX11	
MRX14	
MRX15	
MRX17	
MRX20	
MRX23	
MRX24	
MRX25	
MRX26	
MRX27	
MRX28	
MRX31	
MRX37	
MRX39	
MRX40	
MRX42	
MRX49	
MRX51	
MRX53	
MRX56	
MRX57	
MRX61	
MRX64	
MRX66	
MRX67	
MRX69	
MRX70	
MRX71	
MRX73	
MRX75	
MRX77	
MRX80	
MRX81	
MRX82	
MRX84	
MRX86	
MRXS7	
MRXS11	
MS	
MS4A1	CD20
MS4A2	FCER1B
MS4A2	IGER
MS4A2	APY
MS4A3	CD20L
MS4A4A	MS4A4
MS4A4E	
MS4A5	
MS4A6A	MS4A6
MS4A6E	
MS4A7	
MS4A8	MS4A8B
MS4A10	
MS4A12	
MS4A13	
MS4A14	MS4A16
MS4A15	
MS4A18	
MS4A19P	
MSANTD1	C4orf44
MSANTD2	C11orf61
MSANTD2-AS1	
MSANTD2P1	
MSANTD3	C9orf30
MSANTD3-TMEFF1	C9orf30-TMEFF1
MSANTD3P1	
MSANTD4	KIAA1826
MSANTD5	
MSANTD7	
MSBP1	
MSBP2	
MSC	
MSC-AS1	
MSD	
MSGN1	
MSH2	COCA1
MSH2-OT1	
MSH3	
MSH4	
MSH5	
MSH5-SAPCD1	MSH5-C6orf26
MSH6	GTBP
MSI1	
MSI2	
MSK1	
MSK2	
MSK3	
MSK4	
MSK7	
MSK9	
MSK10	
MSK11	
MSK13	
MSK14	
MSK15	
MSK17	
MSK19	
MSK20	
MSK22	
MSK23	
MSK24	
MSK25	
MSK26	
MSK27	
MSK28	
MSK29	
MSK30	
MSK31	
MSK32	
MSK33	
MSK34	
MSK35	
MSK36	
MSK37	
MSK38	
MSK39	
MSK40	
MSK41	
MSL1	
MSL2	RNF184
MSL2	MSL2L1
MSL3	MSL3L1
MSL3P1	MSL3L2
MSLN	
MSLNL	C16orf37
MSMB	
MSMO1	SC4MOL
MSMP	
MSN	
MSNL2	
MSNP1	MSNL1
MSR1	
MSRA	
MSRA-DT	
MSRB1	SEPX1
MSRB1P1	
MSRB2	MSRB
MSRB3	DFNB74
MSRB3-AS1	
MSS51	ZMYND17
MST1	D3F15S2
MST1	HGFL
MST1	DNF15S2
MST1L	MSTP7
MST1L	MSTP9
MST1L	MST1P9
MST1P2	MSTP2
MST1R	RON
MST1R	PTK8
MST1R	SEA
MSTN	GDF8
MSTO1	
MSTO2P	MSTO2
MSX1	HOX7
MSX2	PFM1
MSX2P1	MSX2P
MT-7SDNA	MT7SDNA
MT-ATP6	MTATP6
MT-ATP6	RP
MT-ATP8	MTATP8
MT-ATT	MTATT
MT-CO1	MTCO1
MT-CO2	MTCO2
MT-CO3	MTCO3
MT-CSB1	MTCSB1
MT-CSB2	MTCSB2
MT-CSB3	MTCSB3
MT-CYB	MTCYB
MT-HPR	MTHPR
MT-HSP1	MTHSP1
MT-HSP2	MTHSP2
MT-LIPCAR	
MT-LSP	MTLSP
MT-ND1	MTND1
MT-ND2	MTND2
MT-ND3	MTND3
MT-ND4	MTND4
MT-ND4	LHON
MT-ND4L	MTND4L
MT-ND5	MTND5
MT-ND6	MTND6
MT-OHR	MTOHR
MT-OLR	MTOLR
MT-RNR1	MTRNR1
MT-RNR2	MTRNR2
MT-RNR3	MTRNR3
MT-TA	MTTA
MT-TAS	MTTAS
MT-TC	MTTC
MT-TD	MTTD
MT-TE	MTTE
MT-TER	MTTER
MT-TF	MTTF
MT-TFH	MTTFH
MT-TFL	MTTFL
MT-TFX	MTTFX
MT-TFY	MTTFY
MT-TG	MTTG
MT-TH	MTTH
MT-TI	MTTI
MT-TK	MERRF
MT-TK	MTTK
MT-TL1	MTTL1
MT-TL2	MTTL2
MT-TM	MTTM
MT-TN	MTTN
MT-TP	MTTP
MT-TQ	MTTQ
MT-TR	MTTR
MT-TS1	MTTS1
MT-TS2	MTTS2
MT-TT	MTTT
MT-TT	LIMM
MT-TV	MTTV
MT-TW	MTTW
MT-TY	MTTY
MT1A	MT1
MT1A	MT1S
MT1B	MT1
MT1B	MT1Q
MT1CP	
MT1DP	
MT1E	MT1
MT1F	MT1
MT1G	MT1
MT1H	MT1
MT1HL1	MT1P2
MT1IP	MT1
MT1IP	MT1I
MT1JP	MT1
MT1JP	MT1NP
MT1JP	MT1J
MT1L	MT1
MT1M	MT1
MT1M	MT1K
MT1P1	
MT1P3	C20orf127
MT1P3	MTL4
MT1X	MT1
MT1XP1	MTL1
MT2A	MT2
MT2P1	
MT3	
MT4	
MTA1	
MTA1-DT	
MTA2	MTA1L1
MTA3	
MTA3P1	
MTAP	
MTAPP1	
MTAPP2	
MTARC1	MOSC1
MTARC1	MARC1
MTARC2	MOSC2
MTARC2	MARC2
MTATP6P1	
MTATP6P2	
MTATP6P3	
MTATP6P4	
MTATP6P5	
MTATP6P6	
MTATP6P7	
MTATP6P8	
MTATP6P9	
MTATP6P10	
MTATP6P11	
MTATP6P12	
MTATP6P13	
MTATP6P14	
MTATP6P15	
MTATP6P16	
MTATP6P17	
MTATP6P18	
MTATP6P19	
MTATP6P20	
MTATP6P21	
MTATP6P22	
MTATP6P23	
MTATP6P24	
MTATP6P25	
MTATP6P26	
MTATP6P27	
MTATP6P28	
MTATP6P29	
MTATP6P30	
MTATP6P31	
MTATP8P1	
MTATP8P2	
MTATP8P3	
MTATP8P4	
MTBP	
MTCH1	
MTCH1P1	
MTCH1P2	
MTCH2	
MTCL1	KIAA0802
MTCL1	CCDC165
MTCL1	SOGA2
MTCL1P1	CCDC165P1
MTCL1P1	SOGA2P1
MTCO1P1	
MTCO1P2	
MTCO1P3	
MTCO1P4	
MTCO1P5	
MTCO1P6	
MTCO1P7	
MTCO1P8	
MTCO1P9	
MTCO1P10	
MTCO1P11	
MTCO1P12	
MTCO1P13	
MTCO1P14	
MTCO1P15	
MTCO1P16	
MTCO1P17	
MTCO1P18	
MTCO1P19	
MTCO1P20	
MTCO1P21	
MTCO1P22	
MTCO1P23	
MTCO1P24	
MTCO1P25	
MTCO1P26	
MTCO1P27	
MTCO1P28	
MTCO1P29	
MTCO1P30	
MTCO1P31	
MTCO1P32	
MTCO1P33	
MTCO1P34	
MTCO1P35	
MTCO1P36	
MTCO1P37	
MTCO1P38	
MTCO1P39	
MTCO1P40	
MTCO1P41	
MTCO1P42	
MTCO1P43	
MTCO1P44	
MTCO1P45	
MTCO1P46	
MTCO1P47	
MTCO1P48	
MTCO1P49	
MTCO1P50	
MTCO1P51	
MTCO1P52	
MTCO1P53	
MTCO1P54	
MTCO1P55	
MTCO1P56	
MTCO1P57	
MTCO2P1	MTCO2L
MTCO2P2	
MTCO2P3	
MTCO2P4	
MTCO2P5	
MTCO2P6	
MTCO2P7	
MTCO2P8	
MTCO2P9	
MTCO2P10	
MTCO2P11	
MTCO2P12	
MTCO2P13	
MTCO2P14	
MTCO2P15	
MTCO2P16	
MTCO2P17	
MTCO2P18	
MTCO2P19	
MTCO2P20	
MTCO2P21	
MTCO2P22	
MTCO2P23	
MTCO2P24	
MTCO2P25	
MTCO2P26	
MTCO2P27	
MTCO2P28	
MTCO2P29	
MTCO2P30	
MTCO2P31	
MTCO2P32	
MTCO2P33	
MTCO2P34	
MTCO3P1	
MTCO3P2	
MTCO3P3	
MTCO3P4	
MTCO3P5	
MTCO3P6	
MTCO3P7	
MTCO3P8	
MTCO3P9	
MTCO3P10	
MTCO3P11	
MTCO3P12	
MTCO3P13	
MTCO3P14	
MTCO3P15	
MTCO3P16	
MTCO3P17	
MTCO3P18	
MTCO3P19	
MTCO3P20	
MTCO3P21	
MTCO3P22	
MTCO3P23	
MTCO3P24	
MTCO3P25	
MTCO3P26	
MTCO3P27	
MTCO3P28	
MTCO3P29	
MTCO3P30	
MTCO3P31	
MTCO3P32	
MTCO3P33	
MTCO3P34	
MTCO3P35	
MTCO3P36	
MTCO3P37	
MTCO3P38	
MTCO3P39	
MTCO3P40	
MTCO3P41	
MTCO3P42	
MTCO3P43	
MTCO3P44	
MTCO3P45	
MTCO3P46	
MTCP1	
MTCYBP1	
MTCYBP2	
MTCYBP3	
MTCYBP4	
MTCYBP5	
MTCYBP6	
MTCYBP7	
MTCYBP8	
MTCYBP9	
MTCYBP10	
MTCYBP11	
MTCYBP12	
MTCYBP13	
MTCYBP14	
MTCYBP15	
MTCYBP16	
MTCYBP17	
MTCYBP18	
MTCYBP19	
MTCYBP20	
MTCYBP21	
MTCYBP22	
MTCYBP23	
MTCYBP24	
MTCYBP25	
MTCYBP26	
MTCYBP27	
MTCYBP28	
MTCYBP29	
MTCYBP30	
MTCYBP31	
MTCYBP32	
MTCYBP33	
MTCYBP34	
MTCYBP35	
MTCYBP36	
MTCYBP37	
MTCYBP38	
MTCYBP39	
MTCYBP40	
MTCYBP41	
MTCYBP42	
MTCYBP43	
MTCYBP44	
MTCYBP45	
MTDH	
MTDHP1	
MTDHP2	
MTDHP3	
MTDHP4	
MTDHP5	
MTERF1	MTERF
MTERF2	MTERFD3
MTERF3	MTERFD1
MTERF4	MTERFD2
MTF1	
MTF2	
MTFMT	
MTFP1	
MTFR1	
MTFR1L	FAM54B
MTFR1P1	
MTFR2	DUFD1
MTFR2	FAM54A
MTFR2P1	
MTFR2P2	MTFR2P1
MTG1	GTPBP7
MTG2	GTPBP5
MTHFD1	MTHFC
MTHFD1	MTHFD
MTHFD1L	FTHFSDC1
MTHFD1P1	MTHFDL1
MTHFD1P1	MTHFDP1
MTHFD2	
MTHFD2L	
MTHFD2P1	
MTHFD2P2	
MTHFD2P3	
MTHFD2P4	
MTHFD2P5	
MTHFD2P6	
MTHFD2P7	
MTHFR	
MTHFS	
MTHFSD	
MTIF2	
MTIF2P1	
MTIF3	
MTL3P	MTL3
MTLN	NCRNA00116
MTLN	LINC00116
MTLN	SMIM37
MTM1	
MTMR1	
MTMR2	CMT4B
MTMR3	
MTMR4	
MTMR6	
MTMR7	
MTMR8	
MTMR9	C8orf9
MTMR9	MTMR8
MTMR9LP	MTMR9L
MTMR10	
MTMR11	
MTMR12	PIP3AP
MTMR12P1	
MTMR14	C3orf29
MTND1P1	
MTND1P2	
MTND1P3	
MTND1P4	
MTND1P5	
MTND1P6	
MTND1P7	
MTND1P8	
MTND1P9	
MTND1P10	
MTND1P11	
MTND1P12	
MTND1P13	
MTND1P14	
MTND1P15	
MTND1P16	
MTND1P17	
MTND1P18	
MTND1P19	
MTND1P20	
MTND1P21	
MTND1P22	
MTND1P23	
MTND1P24	
MTND1P25	
MTND1P26	
MTND1P27	
MTND1P28	
MTND1P29	
MTND1P30	
MTND1P31	
MTND1P32	
MTND1P33	
MTND1P34	
MTND1P35	
MTND1P36	
MTND1P37	
MTND2P1	
MTND2P2	
MTND2P3	
MTND2P4	
MTND2P5	
MTND2P6	
MTND2P7	
MTND2P8	
MTND2P9	
MTND2P10	
MTND2P11	
MTND2P12	
MTND2P13	
MTND2P14	
MTND2P15	
MTND2P16	
MTND2P17	
MTND2P18	
MTND2P19	
MTND2P20	
MTND2P21	
MTND2P22	
MTND2P23	
MTND2P24	
MTND2P25	
MTND2P26	
MTND2P27	
MTND2P28	
MTND2P29	
MTND2P30	
MTND2P31	
MTND2P32	
MTND2P33	
MTND2P34	
MTND2P35	
MTND2P36	
MTND2P37	
MTND2P38	
MTND2P39	
MTND2P40	
MTND2P41	
MTND3P1	
MTND3P2	
MTND3P3	
MTND3P4	
MTND3P5	
MTND3P6	
MTND3P7	
MTND3P8	
MTND3P9	
MTND3P10	
MTND3P11	
MTND3P12	
MTND3P13	
MTND3P14	
MTND3P15	
MTND3P16	
MTND3P17	
MTND3P18	
MTND3P19	
MTND3P20	
MTND3P21	
MTND3P22	
MTND3P23	
MTND3P24	
MTND3P25	
MTND4LP1	
MTND4LP2	
MTND4LP3	
MTND4LP4	
MTND4LP5	
MTND4LP6	
MTND4LP7	
MTND4LP8	
MTND4LP9	
MTND4LP10	
MTND4LP11	
MTND4LP12	
MTND4LP13	
MTND4LP14	
MTND4LP15	
MTND4LP16	
MTND4LP17	
MTND4LP18	
MTND4LP19	
MTND4LP20	
MTND4LP21	
MTND4LP22	
MTND4LP23	
MTND4LP24	
MTND4LP25	
MTND4LP26	
MTND4LP27	
MTND4LP28	
MTND4LP29	
MTND4LP30	
MTND4LP31	
MTND4LP32	
MTND4P1	
MTND4P2	
MTND4P3	
MTND4P4	
MTND4P5	
MTND4P6	
MTND4P7	
MTND4P8	
MTND4P9	
MTND4P10	
MTND4P11	
MTND4P12	
MTND4P13	
MTND4P14	
MTND4P15	
MTND4P16	
MTND4P17	
MTND4P18	
MTND4P19	
MTND4P20	
MTND4P21	
MTND4P22	
MTND4P23	
MTND4P24	
MTND4P25	
MTND4P26	
MTND4P27	
MTND4P28	
MTND4P29	
MTND4P30	
MTND4P31	
MTND4P32	
MTND4P33	
MTND4P34	
MTND4P35	
MTND4P36	
MTND4P37	
MTND4P38	
MTND4P39	
MTND4P40	
MTND4P41	
MTND5P1	
MTND5P2	
MTND5P3	
MTND5P4	
MTND5P5	
MTND5P6	
MTND5P7	
MTND5P8	
MTND5P9	
MTND5P10	
MTND5P11	
MTND5P12	
MTND5P13	
MTND5P14	
MTND5P15	
MTND5P16	
MTND5P17	
MTND5P18	
MTND5P19	
MTND5P20	
MTND5P21	
MTND5P22	
MTND5P23	
MTND5P24	
MTND5P25	
MTND5P26	
MTND5P27	
MTND5P28	
MTND5P29	
MTND5P30	
MTND5P31	
MTND5P32	
MTND5P33	
MTND5P34	
MTND5P35	
MTND5P36	
MTND5P37	
MTND5P38	
MTND5P39	
MTND5P40	
MTND5P41	
MTND5P42	
MTND5P43	
MTND5P44	
MTND5P45	
MTND5P46	
MTND6P1	
MTND6P2	
MTND6P3	
MTND6P4	
MTND6P5	
MTND6P6	
MTND6P7	
MTND6P8	
MTND6P9	
MTND6P10	
MTND6P11	
MTND6P12	
MTND6P13	
MTND6P14	
MTND6P15	
MTND6P16	
MTND6P17	
MTND6P18	
MTND6P19	
MTND6P20	
MTND6P21	
MTND6P22	
MTND6P23	
MTND6P24	
MTND6P25	
MTND6P26	
MTND6P27	
MTND6P28	
MTND6P29	
MTND6P30	
MTND6P31	
MTND6P32	
MTND6P33	
MTND6P34	
MTND6P35	
MTND6P36	
MTND6P37	
MTNR1A	
MTNR1B	
MTO1	
MTOR	FRAP
MTOR	FRAP2
MTOR	FRAP1
MTOR-AS1	
MTPAP	PAPD1
MTPN	
MTR	
MTRES1	C6orf203
MTRES1P1	
MTREX	KIAA0052
MTREX	SKIV2L2
MTRF1	
MTRF1L	
MTRF1LP1	
MTRF1LP2	
MTRFR	C12orf65
MTRNR2L1	
MTRNR2L2	
MTRNR2L3	
MTRNR2L4	
MTRNR2L5	
MTRNR2L6	
MTRNR2L7	
MTRNR2L8	
MTRNR2L9	
MTRNR2L10	
MTRNR2L11	
MTRNR2L12	
MTRNR2L13	
MTRR	
MTSS1	
MTSS2	MTSS1L
MTTP	MTP
MTURN	C7orf41
MTUS1	
MTUS1-DT	
MTUS2	KIAA0774
MTUS2-AS1	
MTUS2-AS2	
MTX1	MTX
MTX1P1	MTXP
MTX1P1	MTX1P
MTX2	
MTX3	
MUC1	PUM
MUC1	MCKD1
MUC2	
MUC3A	MUC3
MUC3B	
MUC4	
MUC5AC	
MUC5B	MUC5
MUC5B-AS1	
MUC6	
MUC7	
MUC8	
MUC12	MUC11
MUC12-AS1	
MUC13	DRCC1
MUC15	
MUC16	
MUC17	
MUC19	
MUC20	
MUC20-OT1	
MUC20P1	
MUC21	C6orf205
MUC22	
MUCL1	
MUCL3	DPCR1
MUCRX	
MUL1	C1orf166
MUPP	
MUS81	
MUSK	
MUSTN1	
MUTYH	
MUW53	
MVB12A	FAM125A
MVB12B	C9orf28
MVB12B	FAM125B
MVD	
MVK	
MVP	
MVP-DT	
MX1	
MX2	
MXD1	MAD
MXD3	
MXD4	
MXI1	
MXRA5	
MXRA5Y	MXRA5P
MXRA5Y	MXRA5P1
MXRA7	
MXRA7P1	
MXRA8	
MYADM	
MYADM-AS1	
MYADML	
MYADML2	
MYB	
MYB-AS1	MYBAS
MYB-AS1	MYB-AS
MYBBP1A	
MYBL1	
MYBL2	
MYBPC1	
MYBPC2	
MYBPC3	CMH4
MYBPH	
MYBPHL	
MYC	
MYCBP	
MYCBP2	
MYCBP2-AS1	
MYCBP2-AS2	
MYCBPAP	
MYCL	MYCL1
MYCL-AS1	
MYCLK1	
MYCLP1	MYCL2
MYCLP1	MYCL1P1
MYCLP2	
MYCLP3	MYCL3
MYCN	NMYC
MYCNOS	
MYCNUT	MYCNUN
MYCP	
MYCT1	
MYD88	
MYDGF	IL27
MYDGF	IL27w
MYDGF	C19orf10
MYEF2	
MYEOV	
MYF5	
MYF6	
MYG1	C12orf10
MYG1-AS1	
MYG1P1	C12orf10P1
MYH1	
MYH2	IBM3
MYH3	
MYH4	
MYH6	
MYH7	CMH1
MYH7	MPD1
MYH7B	
MYH8	
MYH9	DFNA17
MYH9-DT	
MYH10	
MYH11	
MYH13	
MYH14	DFNA4
MYH15	
MYH16	MYH5
MYHAS	
MYHK	
MYL1	
MYL2	
MYL3	
MYL4	
MYL5	
MYL6	
MYL6B	
MYL6B-AS1	
MYL6BP1	
MYL6P1	MYL6P
MYL6P2	
MYL6P3	
MYL6P4	
MYL6P5	
MYL7	
MYL9	
MYL10	
MYL11	MYLPF
MYL12-AS1	
MYL12A	
MYL12AP1	
MYL12B	
MYL12BP1	
MYL12BP2	
MYL12BP3	MYL8P
MYLIP	
MYLK	
MYLK-AS1	
MYLK-AS2	
MYLK2	
MYLK3	
MYLK4	
MYLKP1	MYLKP
MYLL1	
MYMK	TMEM8C
MYMX	
MYMY1	MYMY
MYMY3	
MYNN	
MYO1A	MYHL
MYO1A	DFNA48
MYO1A	BBMI
MYO1B	
MYO1B-AS1	
MYO1C	
MYO1D	
MYO1D-DT	
MYO1E	
MYO1F	
MYO1G	
MYO1H	
MYO3A	DFNB30
MYO3B	
MYO3B-AS1	
MYO5A	MYH12
MYO5B	
MYO5BP1	
MYO5BP2	
MYO5BP3	
MYO5C	
MYO6	DFNA22
MYO6	DFNB37
MYO7A	USH1B
MYO7A	DFNB2
MYO7A	DFNA11
MYO7B	
MYO9A	
MYO9B	CELIAC4
MYO10	
MYO15A	DFNB3
MYO15A	MYO15
MYO15B	
MYO16	
MYO16-AS1	
MYO16-AS2	
MYO18A	TIAF1
MYO18B	
MYO18B-AS1	
MYO19	MYOHD1
MYOC	GLC1A
MYOCD	
MYOCD-AS1	
MYOCOS	
MYOD1	MYF3
MYOF	FER1L3
MYOG	MYF4
MYOM1	
MYOM2	
MYOM3	
MYOM3-AS1	
MYOPARR	
MYORG	KIAA1161
MYOSLID	
MYOSLID-AS1	
MYOT	TTID
MYOT	LGMD1A
MYOT	LGMD1
MYOZ1	MYOZ
MYOZ2	C4orf5
MYOZ3	
MYOZ3-AS1	
MYP1	
MYP2	
MYP3	
MYP4	
MYP5	
MYP7	
MYP8	
MYP9	
MYP10	
MYP11	
MYP12	
MYP13	
MYP14	
MYP15	
MYP16	
MYP17	
MYP18	
MYPN	
MYPOP	
MYRF	C11orf9
MYRF-AS1	
MYRFL	C12orf15
MYRFL	C12orf28
MYRIP	
MYSA	
MYSM1	
MYT1	PLPB1
MYT1L	
MYT1L-AS1	
MYT2	
MYZAP	
MZB1	
MZF1	ZNF42
MZF1-AS1	
MZT1	C13orf37
MZT1P1	
MZT1P2	
MZT2A	FAM128A
MZT2B	FAM128B
N4BP1	
N4BP2	
N4BP2L1	
N4BP2L2	
N4BP2L2-IT2	
N4BP3	
N6AMT1	C21orf127
N6AMT1	HEMK2
NAA10	ARD1
NAA10	ARD1A
NAA11	ARD1B
NAA15	NARG1
NAA16	NARG1L
NAA20	NAT5
NAA20P1	
NAA25	C12orf30
NAA30	C14orf35
NAA30	NAT12
NAA35	MAK10
NAA38	LSMD1
NAA40	NAT11
NAA50	MAK3
NAA50	NAT13
NAA50P1	
NAA60	NAT15
NAA80	NAT6
NAAA	ASAHL
NAALAD2	
NAALADL1	
NAALADL2	
NAALADL2-AS1	
NAALADL2-AS2	
NAALADL2-AS3	
NAB1	
NAB1P1	
NAB2	
NABP1	OBFC2A
NABP1	NABP1-OT1
NABP2	OBFC2B
NACA	
NACA2	NACAL
NACA3P	
NACA4P	NACAP1
NACAD	
NACAP2	
NACAP5	
NACAP6	
NACAP7	
NACAP8	NACAP3
NACAP9	NACAP4
NACAP10	
NACC1	BTBD14B
NACC2	BTBD14A
NADK	
NADK2	C5orf33
NADK2	NADKD1
NADK2-AS1	NADKD1-AS1
NADSYN1	
NAE1	APPBP1
NAF1	
NAGA	
NAGK	
NAGLU	
NAGPA	
NAGPA-AS1	
NAGS	
NAIF1	C9orf90
NAIP	BIRC1
NAIPP1	
NAIPP2	
NAIPP3	
NAIPP4	
NALCN	VGCNL1
NALCN-AS1	
NALF1	FAM155A
NALF1-IT1	FAM155A-IT1
NALF2	TMEM28
NALF2	CXorf63
NALF2	FAM155B
NALT1	MIR4674HG
NALT1	LINC01573
NAMA	
NAMPT	PBEF1
NAMPTP1	PBEF2
NAMPTP1	NAMPTL
NAMPTP2	
NAMPTP3	
NANOG	
NANOGNB	
NANOGNBP1	
NANOGNBP2	
NANOGNBP3	
NANOGP1	
NANOGP2	
NANOGP3	
NANOGP4	
NANOGP5	
NANOGP6	
NANOGP7	
NANOGP8	
NANOGP9	
NANOGP10	
NANOGP11	
NANOS1	
NANOS2	
NANOS3	
NANP	C20orf147
NANP	HDHD4
NANS	
NAP1L1	
NAP1L1P1	
NAP1L1P2	
NAP1L1P3	
NAP1L2	
NAP1L3	
NAP1L4	
NAP1L4P1	
NAP1L4P2	
NAP1L4P3	
NAP1L5	
NAP1L6P	NAP1L6
NAPA	
NAPA-AS1	
NAPB	
NAPEPLD	
NAPG	
NAPGP1	
NAPGP2	
NAPRT	NAPRT1
NAPSA	
NAPSB	
NARF	
NARF-AS1	
NARF-AS2	
NARF-IT1	NARF-OT1
NARS1	NARS
NARS1P1	NARSP
NARS1P1	NARSP1
NARS1P2	NARSP2
NARS2	DFNB94
NASP	
NASPP1	
NAT1	AAC1
NAT2	AAC2
NAT8	
NAT8B	
NAT8L	
NAT9	
NAT10	
NAT14	
NAT16	C7orf52
NATD1	C17orf103
NATP	AACP
NAV1	
NAV2	
NAV2-AS1	
NAV2-AS2	
NAV2-AS3	
NAV2-AS4	
NAV2-AS5	
NAV2-AS6	
NAV2-IT1	
NAV3	
NAXD	CARKD
NAXE	APOA1BP
NBAS	
NBAT1	CASC14
NBDY	LINC01420
NBEA	
NBEA-AS1	
NBEAL1	ALS2CR17
NBEAL1	ALS2CR16
NBEAL2	
NBEAP1	BCL8
NBEAP2	
NBEAP3	
NBEAP4	
NBEAP5	
NBEAP6	
NBL1	
NBN	NBS
NBN	NBS1
NBPF1	
NBPF2P	
NBPF3	
NBPF4	
NBPF5P	NBPF5
NBPF6	
NBPF7P	NBPF7
NBPF8	NBPF8P
NBPF9	
NBPF10	
NBPF11	NBPF24
NBPF12	KIAA1245
NBPF13P	
NBPF14	
NBPF15	NBPF16
NBPF17P	NBPF23P
NBPF17P	NBPF23
NBPF18P	
NBPF19	
NBPF20	
NBPF21P	
NBPF22P	
NBPF25P	
NBPF26	
NBR1	M17S2
NBR2	
NCALD	
NCAM1	
NCAM1-AS1	
NCAM2	
NCAN	CSPG3
NCAPD2	
NCAPD2P1	
NCAPD3	
NCAPG	
NCAPG2	LUZP5
NCAPGP1	
NCAPGP2	
NCAPH	BRRN1
NCAPH2	
NCBP1	NCBP
NCBP2	
NCBP2-AS1	
NCBP2AS2	NCBP2-AS2
NCBP2L	
NCBP3	C17orf85
NCCRP1	
NCDN	
NCEH1	AADACL1
NCF1	
NCF1B	
NCF1C	
NCF2	
NCF4	
NCF4-AS1	
NCK1	NCK
NCK1-DT	NCK1-AS1
NCK2	
NCKAP1	
NCKAP1L	HEM1
NCKAP1P1	
NCKAP5	
NCKAP5-AS1	
NCKAP5-AS2	
NCKAP5-IT1	
NCKAP5L	KIAA1602
NCKIPSD	
NCL	
NCLN	
NCLP1	
NCLP2	
NCMAP	C1orf130
NCMAP-DT	
NCOA1	
NCOA2	
NCOA3	
NCOA4	
NCOA4P1	NCOA4P
NCOA4P2	
NCOA4P3	
NCOA4P4	
NCOA5	
NCOA5LP	
NCOA6	
NCOA7	
NCOA7-AS1	
NCOR1	
NCOR1P1	C20orf191
NCOR1P2	
NCOR1P3	
NCOR1P4	
NCOR2	
NCR1	LY94
NCR2	LY95
NCR3	LY117
NCR3LG1	
NCRNA00055	CXYorf9
NCRNA00056	CXorf47
NCRNA00090	
NCRNA00091	CXYorf7
NCRNA00098	C21orf20
NCRNA00104	CXYorf6
NCRNA00250	C8orf24
NCRNA00270	
NCRNA00270B	
NCRUPAR	
NCS1	FREQ
NCSTN	
NCSTNP1	
NDC1	TMEM48
NDC80	KNTC2
NDE1	
NDE1P1	
NDE1P2	
NDEL1	
NDFIP1	
NDFIP1P1	
NDFIP2	
NDFIP2-AS1	
NDN	
NDNF	C4orf31
NDNF-AS1	
NDOR1	
NDP	EVR2
NDP-AS1	
NDRG1	CAP43
NDRG2	
NDRG3	
NDRG4	
NDST1	HSST
NDST1-AS1	
NDST2	
NDST3	
NDST4	
NDUFA1	
NDUFA2	
NDUFA3	
NDUFA3P1	
NDUFA3P2	
NDUFA3P3	
NDUFA3P4	
NDUFA3P5	
NDUFA3P6	
NDUFA4	
NDUFA4L2	
NDUFA4P1	
NDUFA4P2	NDUFA4L
NDUFA5	
NDUFA5P1	
NDUFA5P2	
NDUFA5P3	
