ensembl_id,symbol,Chromosome,start,end
442910,MIR345,14,100307858,100307956
283600,SLC25A47,14,100323336,100330421
7453,WARS,14,100333787,100376343
79446,WDR25,14,100376415,100530303
57596,BEGAIN,14,100537146,100569794
283601,LINC00523,14,100657267,100672744
8788,DLK1,14,100726864,100738224
100616495,MIR2392,14,100814490,100814574
55384,MEG3,14,100826107,100861023
768222,MIR770,14,100852389,100852487
574450,MIR493,14,100869059,100869148
442905,MIR337,14,100874492,100874585
100126315,MIR665,14,100875032,100875104
388015,RTL1,14,100880654,100884847
574038,MIR431,14,100881006,100881120
574034,MIR433,14,100881885,100881978
406914,MIR127,14,100882978,100883075
574451,MIR432,14,100884482,100884576
406927,MIR136,14,100884701,100884783
79104,MEG8,14,100889648,100999113
692215,SNORD112,14,100897919,100897996
442915,MIR370,14,100911138,100911213
767561,SNORD113-1,14,100924820,100924890
767562,SNORD113-2,14,100927341,100927412
767563,SNORD113-3,14,100929918,100929989
767564,SNORD113-4,14,100936490,100936564
767565,SNORD113-5,14,100938186,100938263
767566,SNORD113-6,14,100939555,100939629
767567,SNORD113-7,14,100941125,100941201
767568,SNORD113-8,14,100943450,100943523
767569,SNORD113-9,14,100945648,100945719
767577,SNORD114-1,14,100949832,100949903
767578,SNORD114-2,14,100951855,100951932
767579,SNORD114-3,14,100953348,100953422
767580,SNORD114-4,14,100954343,100954447
767581,SNORD114-5,14,100955369,100955438
767582,SNORD114-6,14,100957165,100957236
767583,SNORD114-7,14,100963053,100963129
767584,SNORD114-8,14,100964780,100964851
767585,SNORD114-9,14,100966028,100966099
767588,SNORD114-10,14,100967051,100967122
767589,SNORD114-11,14,100968110,100968184
767590,SNORD114-12,14,100968947,100969021
767591,SNORD114-13,14,100969878,100969951
767592,SNORD114-14,14,100972102,100972176
767593,SNORD114-15,14,100972669,100972740
767594,SNORD114-16,14,100973594,100973663
767595,SNORD114-17,14,100974805,100974879
767596,SNORD114-18,14,100975824,100975895
767597,SNORD114-19,14,100976476,100976550
767598,SNORD114-20,14,100981003,100981074
767599,SNORD114-21,14,100981974,100982045
767600,SNORD114-22,14,100982925,100982996
767603,SNORD114-23,14,100983875,100983946
767604,SNORD114-24,14,100984776,100984847
767605,SNORD114-25,14,100986056,100986127
767606,SNORD114-26,14,100987045,100987116
767608,SNORD114-27,14,100988160,100988229
767609,SNORD114-28,14,100989129,100989200
767610,SNORD114-29,14,100990090,100990159
767611,SNORD114-30,14,100991918,100991989
767612,SNORD114-31,14,100993235,100993309
494328,MIR379,14,101022065,101022132
693121,MIR411,14,101023324,101023420
407023,MIR299,14,101023793,101023856
494329,MIR380,14,101025016,101025077
100302250,MIR1197,14,101025563,101025651
442897,MIR323A,14,101025731,101025817
768212,MIR758,14,101026019,101026107
574408,MIR329-1,14,101026784,101026864
574409,MIR329-2,14,101027099,101027183
574452,MIR494,14,101029633,101029714
100422837,MIR1193,14,101030051,101030129
100126335,MIR543,14,101031986,101032064
574453,MIR495,14,101033754,101033836
442913,MIR376C,14,101039689,101039755
664615,MIR376A2,14,101040068,101040148
724024,MIR654,14,101040218,101040299
574435,MIR376B,14,101040435,101040535
494325,MIR376A1,14,101040781,101040849
100126297,MIR300,14,101041362,101041444
100302157,MIR1185-1,14,101042976,101043061
100302209,MIR1185-2,14,101044197,101044282
378881,MIR381HG,14,101045156,101051795
494330,MIR381,14,101045919,101045994
664616,MIR487B,14,101046454,101046538
664612,MIR539,14,101047320,101047398
100126345,MIR889,14,101047900,101047979
664613,MIR544A,14,101048657,101048748
724025,MIR655,14,101049549,101049646
619555,MIR487A,14,101052445,101052525
494331,MIR382,14,101054305,101054381
406924,MIR134,14,101054686,101054759
768214,MIR668,14,101055257,101055323
574436,MIR485,14,101055418,101055491
574410,MIR323B,14,101056218,101056300
406946,MIR154,14,101059754,101059838
574454,MIR496,14,101060572,101060674
494326,MIR377,14,101062049,101062118
100126308,MIR541,14,101064494,101064578
574413,MIR409,14,101065299,101065378
574433,MIR412,14,101065446,101065537
442914,MIR369,14,101065597,101065667
574434,MIR410,14,101065911,101065991
724026,MIR656,14,101066723,101066801
100507257,MEG9,14,101069910,101072936
101929422,LINC02285,14,101120855,101123545
338002,LINC00524,14,101405986,101407922
100507277,LINC02314,14,101442075,101444314
64150,DIO3OS,14,101552220,101560422
100302145,MIR1247,14,101560286,101560422
1735,DIO3,14,101561350,101563452
145200,LINC00239,14,101730436,101732525
5527,PPP2R5C,14,101760614,101927991
1778,DYNC1H1,14,101964527,102050798
3320,HSP90AA1,14,102080737,102139749
91833,WDR20,14,102139365,102223673
5891,MOK,14,102224449,102305200
55778,ZNF839,14,102317376,102343174
51550,CINP,14,102348281,102362916
9895,TECPR2,14,102362911,102502481
122416,ANKRD9,14,102503648,102509806
100422954,MIR4309,14,102539643,102539726
105370681,LINC02323,14,102545253,102555826
23186,RCOR1,14,102592658,102730576
7187,TRAF3,14,102777478,102911500
81693,AMN,14,102922655,102930842
9578,CDC42BPB,14,102932378,103057405
107984640,LBHD2,14,103084209,103090025
91828,EXOC3L4,14,103100143,103110557
105370683,LINC00677,14,103120848,103122909
7127,TNFAIP2,14,103126326,103137439
100131366,LINC00605,14,103187220,103189028
105378183,LOC105378183,14,103317283,103318539
1983,EIF5,14,103334001,103345024
677811,SNORA28,14,103337848,103337974
4140,MARK3,14,103385363,103503829
1152,CKB,14,103519657,103522859
115708,TRMT61A,14,103529171,103537073
9529,BAG5,14,103556543,103562814
84334,APOPT1,14,103562956,103592173
3831,KLC1,14,103629187,103701551
7517,XRCC3,14,103697616,103715486
79038,ZFYVE21,14,103715743,103733668
23368,PPP1R13B,14,103733750,103847590
145216,LINC00637,14,103847720,103858049
9556,ATP5MPL,14,103912287,103921566
122402,TDRD9,14,103928479,104052667
647286,RD3L,14,103940425,103942308
374569,ASPG,14,104085685,104112709
406986,MIR203A,14,104117404,104117514
100616173,MIR203B,14,104117417,104117503
26153,KIF26A,14,104138722,104180898
145195,C14orf144,14,104223583,104288069
400258,C14orf180,14,104579683,104589847
388021,TMEM179,14,104590863,104604760
101929634,LINC02280,14,104661119,104665558
100616300,MIR4710,14,104677693,104677749
64423,INF2,14,104689605,104719610
122622,ADSSL1,14,104724196,104747325
10572,SIVA1,14,104753132,104759659
207,AKT1,14,104769349,104795743
100128927,ZBTB42,14,104801180,104804711
196872,LINC00638,14,104821200,104823718
283638,CEP170B,14,104865312,104896770
122618,PLD4,14,104924815,104933236
113146,AHNAK2,14,104937250,104978357
122616,CLBA1,14,104986278,104995518
55038,CDCA4,14,105009572,105021088
29933,GPR132,14,105049388,105065550
102723354,LINC02298,14,105094146,105099496
3714,JAG2,14,105140980,105168824
102465458,MIR6765,14,105150777,105150864
256281,NUDT14,14,105172936,105181323
2972,BRF1,14,105209285,105315577
90135,BTBD6,14,105248541,105251093
23241,PACS2,14,105300810,105398147
647310,TEX22,14,105398582,105413859
100507437,LOC100507437,14,105417580,105419739
9112,MTA1,14,105419848,105470720
1397,CRIP2,14,105472937,105480170
1396,CRIP1,14,105486919,105488787
283643,TEDC1,14,105489854,105499248
80757,TMEM121,14,105526602,105530202
105370697,LOC105370697,14,105531854,105534317
102465871,MIR8071-1,14,105621115,105640232
102466889,MIR8071-2,14,105621115,105640232
2003,ELK2AP,14,105669576,105672807
100616374,MIR4539,14,105857512,105857572
100616135,MIR4507,14,105858123,105858175
100616276,MIR4538,14,105858164,105858242
100616422,MIR4537,14,105859042,105859553
9834,FAM30A,14,105917978,105932642
8755,ADAM6,14,105969728,105972269
338004,LINC00226,14,106287673,106288372
338005,LINC00221,14,106482438,106495515
100847062,MIR5195,14,106850884,106850999
646096,CHEK2P2,15,20282743,20291558
283755,HERC2P3,15,20408395,20506180
727832,GOLGA6L6,15,20531855,20541800
606,NBEAP1,15,20669467,20756151
100422844,MIR3118-3,15,20832794,21843824
100422935,MIR3118-4,15,20832794,21843824
100422949,MIR3118-2,15,20832794,21843824
100287399,POTEB2,15,20835371,21877279
100996331,POTEB,15,20835371,21877279
440225,NF1P2,15,20916691,21940278
100847005,MIR5701-2,15,20940251,21951323
100847060,MIR5701-1,15,20940251,21951323
103504741,MIR5701-3,15,20940251,21951323
348120,LINC01193,15,20940437,20993304
654499,FAM30C,15,21003276,21049836
646214,LOC646214,15,21289603,21297829
646243,CXADRP2,15,21371510,21373968
102724631,POTEB3,15,21408963,21440382
727924,LINC02203,15,21552772,21640521
390538,OR4M2,15,21637908,22081610
102724760,LOC102724760,15,21717665,22160930
388077,IGHV1OR15-1,15,21717665,22160930
642131,LOC642131,15,21735257,22178596
646370,IGHV1OR15-3,15,21735257,22178596
101927079,LOC101927079,15,21990079,22095613
283694,OR4N4,15,22094430,22095864
390539,OR4N3P,15,22125510,22126444
646396,REREP3,15,22258613,22282880
390535,GOLGA8EP,15,22424672,22438026
100132101,HERC2P7,15,22479152,22482374
400322,HERC2P2,15,22494836,22590831
339005,WHAMMP3,15,22664738,22685367
283683,LOC283683,15,22757856,22778737
123606,NIPA1,15,22786224,22829789
81614,NIPA2,15,22838640,22868384
23191,CYFIP1,15,22867052,22980898
114791,TUBGCP5,15,22983025,23039673
283767,GOLGA6L1,15,23127065,23136822
440243,GOLGA6L22,15,23127065,23334210
100132979,GOLGA8DP,15,23157339,23170783
653061,GOLGA8S,15,23354747,23368454
283685,GOLGA6L2,15,23439385,23447243
100616275,MIR4508,15,23562061,23562131
7681,MKRN3,15,23565306,23568019
54551,MAGEL2,15,23643548,23647846
4692,NDN,15,23685406,23687303
791115,PWRN2,15,24164776,24169948
101928840,PWRN3,15,24441126,24447967
791114,PWRN1,15,24558156,24587779
23742,NPAP1,15,24675393,24683446
6638,SNRPN,15,24823607,24978723
104472715,SNHG14,15,24823607,25419461
8926,SNURF,15,24954892,24978723
91380,SNORD107,15,24981993,24982068
347746,PWARSN,15,24981993,24983790
8123,PWAR5,15,24984859,24988232
347686,SNORD64,15,24985099,24985166
338427,SNORD108,15,24986924,24986993
100506965,PWAR6,15,25031872,25036488
338428,SNORD109A,15,25041973,25278409
338429,SNORD109B,15,25041973,25278409
100033413,SNORD116-1,15,25051475,25051572
100033414,SNORD116-2,15,25054208,25065122
100033415,SNORD116-3,15,25056858,25073202
100033421,SNORD116-9,15,25056858,25073202
100033416,SNORD116-4,15,25059536,25059634
100033417,SNORD116-5,15,25062331,25067883
100033419,SNORD116-7,15,25062331,25067883
100033418,SNORD116-6,15,25065024,25065122
100033420,SNORD116-8,15,25070430,25070527
100033422,SNORD116-10,15,25074112,25074216
100033423,SNORD116-11,15,25075927,25076021
100033424,SNORD116-12,15,25077049,25077143
100033425,SNORD116-13,15,25079056,25079150
100033426,SNORD116-14,15,25080140,25080234
100033427,SNORD116-15,15,25081285,25081379
100033428,SNORD116-16,15,25082766,25082860
100033429,SNORD116-17,15,25083586,25086619
727708,SNORD116-19,15,25083586,25086619
100033430,SNORD116-18,15,25085383,25085477
100033431,SNORD116-20,15,25087660,25087754
100033432,SNORD116-21,15,25088802,25088896
100033433,SNORD116-22,15,25089921,25090015
100033434,SNORD116-23,15,25091784,25091878
100033435,SNORD116-24,15,25094035,25094129
100033436,SNORD116-25,15,25097661,25097755
100033438,SNORD116-26,15,25099497,25099595
100033439,SNORD116-27,15,25101573,25101667
100033820,SNORD116-28,15,25104640,25104733
100033821,SNORD116-29,15,25106519,25106604
100873856,SNORD116-30,15,25108267,25108352
3653,IPW,15,25116544,25122476
145624,PWAR1,15,25135641,25138053
338433,SNORD115-1,15,25170722,25170804
100033437,SNORD115-2,15,25172634,25172716
100033440,SNORD115-3,15,25174926,25175008
100033441,SNORD115-4,15,25176831,25176913
100033442,SNORD115-5,15,25178737,25191497
100033446,SNORD115-9,15,25178740,25191497
100033449,SNORD115-12,15,25178740,25191497
100033447,SNORD115-10,15,25178740,25247426
100033443,SNORD115-6,15,25180496,25180578
100033444,SNORD115-7,15,25182384,25182466
100033445,SNORD115-8,15,25184305,25184387
100033448,SNORD115-11,15,25189413,25249279
100033803,SNORD115-29,15,25189413,25249279
100033810,SNORD115-36,15,25189413,25249279
100033817,SNORD115-43,15,25189413,25249279
100033450,SNORD115-13,15,25193320,25193402
100033451,SNORD115-14,15,25194920,25195001
100033453,SNORD115-15,15,25197575,25247426
100033454,SNORD115-16,15,25199447,25199529
100033455,SNORD115-17,15,25201322,25204438
100033456,SNORD115-18,15,25201322,25204438
100033458,SNORD115-19,15,25201322,25204438
100033460,SNORD115-20,15,25206261,25206343
100033603,SNORD115-21,15,25206261,25247426
100033799,SNORD115-22,15,25209917,25209999
347745,PWAR4,15,25211691,25212033
100033800,SNORD115-23,15,25211795,25211877
100036563,SNORD115-24,15,25213658,25213729
100033801,SNORD115-25,15,25215540,25215622
100033802,SNORD115-26,15,25218616,25218698
100036564,SNORD115-27,15,25220502,25220578
100036565,SNORD115-28,15,25222353,25222427
100033804,SNORD115-30,15,25225202,25225284
100033805,SNORD115-31,15,25227108,25227190
100033806,SNORD115-32,15,25228966,25229048
100033807,SNORD115-33,15,25230837,25230919
100033808,SNORD115-34,15,25232386,25232468
100033809,SNORD115-35,15,25234246,25234328
100033811,SNORD115-37,15,25237985,25238067
100033812,SNORD115-38,15,25239837,25239919
100033813,SNORD115-39,15,25241745,25241827
100033814,SNORD115-40,15,25243613,25243695
100033815,SNORD115-41,15,25245477,25245559
100033816,SNORD115-42,15,25247344,25247426
100033818,SNORD115-44,15,25250858,25250940
100036566,SNORD115-45,15,25264526,25264579
100873857,SNORD115-46,15,25266590,25266661
100036567,SNORD115-47,15,25268516,25268549
100033822,SNORD115-48,15,25269782,25269858
7337,UBE3A,15,25337233,25439056
57194,ATP10A,15,25678712,25863202
100616474,MIR4715,15,25848746,25848825
100128714,LINC02346,15,25902359,26053120
503519,LINC00929,15,26115812,26133037
2562,GABRB3,15,26543545,26773788
2558,GABRA5,15,26866718,26949210
2567,GABRG3,15,26971281,27533227
101928869,GABRG3-AS1,15,27157734,27161319
4948,OCA2,15,27754875,28099312
8924,HERC2,15,28111036,28322152
440248,HERC2P9,15,28654441,28685264
653720,GOLGA8M,15,28698695,28712421
440253,WHAMMP2,15,28737582,28758362
100289656,LOC100289656,15,28788242,28789392
646278,PDCD6IPP2,15,28789833,28856574
321,APBA2,15,28885973,29118313
23359,FAM189A1,15,29120251,29570723
56160,NSMCE3,15,29268148,29269816
100130111,LOC100130111,15,29674934,29679163
7082,TJP1,15,29699366,29968924
89837,ULK4P3,15,30103731,30131745
653075,GOLGA8T,15,30135050,30145567
89832,CHRFAM7A,15,30361239,30393661
101059918,GOLGA8R,15,30400561,30414260
100288203,LOC100288203,15,30471168,30490313
727909,GOLGA8Q,15,30552077,30562501
643699,GOLGA8N,15,30604029,32607310
89839,ARHGAP11B,15,30626147,30649182
390561,HERC2P10,15,30818035,30827783
22909,FAN1,15,30903851,30943107
54893,MTMR10,15,30938940,30991604
4308,TRPM1,15,31001060,31161273
406993,MIR211,15,31065031,31065141
102725022,LINC02352,15,31216020,31225007
283710,LOC283710,15,31222767,31230851
51621,KLF13,15,31326854,31435665
161725,OTUD7A,15,31475397,31870672
1139,CHRNA7,15,32030482,32170183
653125,GOLGA8K,15,32389584,32403292
728047,GOLGA8O,15,32441913,32455634
100288615,WHAMMP1,15,32519847,32533741
100996255,LINC02256,15,32536758,32580609
9824,ARHGAP11A,15,32615143,32639937
6447,SCG5,15,32641612,32697098
105370757,LOC105370757,15,32665701,32673065
26585,GREM1,15,32718003,32734669
100131315,LOC100131315,15,32718100,32718865
342184,FMN1,15,32765543,33194733
100652857,TMCO5B,15,33236475,33247555
101928134,LOC101928134,15,33303656,33310659
6263,RYR3,15,33310961,33866103
57099,AVEN,15,33866226,34039102
1133,CHRM5,15,33968313,34065094
56851,EMC7,15,34084022,34101852
161779,PGBD4,15,34102072,34104390
79768,KATNBL1,15,34140673,34210096
51234,EMC4,15,34224996,34230165
9990,SLC12A6,15,34229995,34338064
55505,NOP10,15,34341715,34343161
256646,NUTM1,15,34343314,34357737
254531,LPCAT4,15,34358887,34367194
23015,GOLGA8A,15,34379068,34437466
100302160,MIR1233-1,15,34382068,34528371
100422845,MIR1233-2,15,34382068,34528371
440270,GOLGA8B,15,34525282,34583570
105370762,LINC02252,15,34651134,34655764
57369,GJD2,15,34752440,34754581
101928174,LOC101928174,15,34755083,34812923
70,ACTC1,15,34788095,34795726
9716,AQR,15,34856350,34969794
54989,ZNF770,15,34978340,34988296
388112,NANOGP8,15,35083409,35085408
723972,ANP32AP1,15,35237325,35238063
89978,DPH6,15,35370968,35546203
100500904,MIR3942,15,35372255,35372364
100507466,DPH6-DT,15,35546194,35859001
100616293,MIR4510,15,35926855,35926923
84529,C15orf41,15,36579602,36810260
161635,CSNK1A1P1,15,36799099,36818506
145845,LOC145845,15,36864442,36886533
4212,MEIS2,15,36891020,37101299
102466875,MIR8063,15,36972820,36972901
145942,TMCO5A,15,37934606,37967724
101928227,LINC02345,15,38040392,38062340
107984773,LINC01852,15,38068811,38072990
161742,SPRED1,15,38252850,38357249
283742,FAM98B,15,38454126,38487710
10125,RASGRP1,15,38488097,38564806
400359,C15orf53,15,38696597,38700038
400360,C15orf54,15,39250668,39254842
7057,THBS1,15,39581078,39598921
161835,FSIP1,15,39600030,39782838
105370941,LOC105370941,15,39782905,39785616
11245,GPR176,15,39799021,39920892
440275,EIF2AK4,15,39934123,40035596
6727,SRP14,15,40035689,40039202
100131089,SRP14-AS1,15,40039310,40067509
90427,BMF,15,40087890,40108884
701,BUB1B,15,40161008,40221136
106821730,BUB1B-PAK6,15,40217427,40277487
56924,PAK6,15,40239090,40277487
644809,C15orf56,15,40250664,40252909
100131244,ANKRD63,15,40278371,40282586
5330,PLCB2,15,40287896,40307973
100505573,INAFM2,15,40324055,40326715
388115,CCDC9B,15,40331451,40340967
644844,PHGR1,15,40351032,40356433
85455,DISP2,15,40358234,40371056
90417,KNSTRN,15,40382720,40394288
3712,IVD,15,40405484,40435947
22893,BAHD1,15,40439720,40468242
113189,CHST14,15,40470960,40473158
90416,CCDC32,15,40531340,40565057
359821,MRPL42P5,15,40531883,40532550
27079,RPUSD2,15,40569292,40574694
57082,KNL1,15,40594248,40662683
100505648,RAD51-AS1,15,40693754,40695105
5888,RAD51,15,40695128,40732158
55177,RMDN3,15,40735883,40755336
2644,GCHFR,15,40764086,40767713
55192,DNAJC17,15,40767868,40807478
643338,C15orf62,15,40769960,40772449
84936,ZFYVE19,15,40807075,40814569
54866,PPP1R14D,15,40815444,40828709
102724362,SPINT1-AS1,15,40835992,40844524
6692,SPINT1,15,40844047,40857655
171177,RHOV,15,40872213,40874289
57617,VPS18,15,40894429,40903975
105370943,LOC105370943,15,40906808,40909351
54567,DLL4,15,40929332,40939060
79094,CHAC1,15,40953470,40956519
54617,INO80,15,40978880,41116246
161829,EXD1,15,41182730,41230757
11261,CHP1,15,41231238,41281885
729082,OIP5-AS1,15,41283989,41313338
11339,OIP5,15,41309267,41332621
51203,NUSAP1,15,41332693,41381050
51103,NDUFAF1,15,41387348,41402460
23168,RTF1,15,41417103,41483563
3706,ITPKA,15,41493857,41503559
4058,LTK,15,41503641,41513887
26015,RPAP1,15,41517175,41544277
7301,TYRO3,15,41559021,41579338
23269,MGA,15,41660411,41769943
693211,MIR626,15,41691584,41691678
23005,MAPKBP1,15,41774433,41827855
100137047,JMJD7,15,41828084,41837587
8681,JMJD7-PLA2G4B,15,41828084,41848148
100137049,PLA2G4B,15,41838812,41848148
51332,SPTBN5,15,41848145,41894077
100423013,MIR4310,15,41866494,41866551
105370792,LOC105370792,15,41892776,41898815
30844,EHD4,15,41899440,41972557
101928363,EHD4-AS1,15,41921416,41929286
101928388,PLA2G4E-AS1,15,41972762,41999094
123745,PLA2G4E,15,41981581,42050703
283748,PLA2G4D,15,42067682,42094554
255189,PLA2G4F,15,42141133,42156641
23339,VPS39,15,42158700,42208326
693212,MIR627,15,42199569,42199666
25963,TMEM87A,15,42210451,42273584
2595,GANC,15,42273657,42353666
825,CAPN3,15,42359499,42412317
64397,ZNF106,15,42412436,42491197
8773,SNAP23,15,42495305,42533061
255252,LRRC57,15,42542521,42548804
55142,HAUS2,15,42548812,42569992
57519,STARD9,15,42575658,42720998
146059,CDAN1,15,42723543,42737128
146057,TTBK2,15,42744345,42920809
197131,UBR1,15,42942899,43106088
80021,TMEM62,15,43133114,43185143
23582,CCNDBP1,15,43185267,43197177
2038,EPB42,15,43197227,43221125
9333,TGM5,15,43232594,43266857
116179,TGM7,15,43276280,43302255
9836,LCMT2,15,43327775,43330622
161823,ADAL,15,43330350,43354555
146050,ZSCAN29,15,43358171,43370060
27229,TUBGCP4,15,43371058,43407096
7158,TP53BP1,15,43403063,43510728
4130,MAP1A,15,43517607,43531620
9677,PPIP5K1,15,43533461,43590253
1159,CKMT1B,15,43592856,43599406
161497,STRC,15,43599562,43618800
117155,CATSPER2,15,43630561,43648884
110006325,PPIP5K1P1-CATSPER2,15,43630561,43690031
548596,CKMT1A,15,43692785,43699222
554225,STRCP1,15,43699417,43718260
440278,CATSPER2P1,15,43735947,43746298
2923,PDIA3,15,43746391,43772606
80237,ELL3,15,43772599,43777304
10169,SERF2,15,43777095,43796089
100529067,SERF2-C15ORF63,15,43791975,43802571
100302254,MIR1282,15,43793658,43793759
619189,SERINC4,15,43794173,43800097
25764,HYPK,15,43800420,43802571
4236,MFAP1,15,43804534,43824753
79968,WDR76,15,43826913,43868419
84978,FRMD5,15,43870760,44195294
728758,PIN4P1,15,43875825,43878171
113201,CASC4,15,44288710,44415761
51496,CTDSPL2,15,44427380,44527231
645212,EIF3J-DT,15,44534504,44536923
8669,EIF3J,15,44537067,44562803
80208,SPG11,15,44562695,44663678
197135,PATL2,15,44665731,44676888
567,B2M,15,44711486,44718159
100419583,LOC100419583,15,44728987,44732851
140691,TRIM69,15,44736361,44767829
653381,SORD2P,15,44825746,44884694
145645,TERB2,15,44956701,44979223
6652,SORD,15,45023103,45075089
50506,DUOX2,15,45092653,45114161
405753,DUOXA2,15,45114324,45118103
90527,DUOXA1,15,45117365,45129877
53905,DUOX1,15,45129993,45165578
90525,SHF,15,45167213,45201175
101928414,LOC101928414,15,45251580,45279222
9153,SLC28A2,15,45252229,45275934
2628,GATM,15,45361123,45402317
79029,SPATA5L1,15,45402320,45421418
84419,C15orf48,15,45430528,45433449
100126311,MIR147B,15,45433049,45433129
7782,SLC30A4,15,45479612,45522804
283651,HMGN2P46,15,45511135,45556730
109617005,SNORA41B,15,45537250,45537379
26258,BLOC1S6,15,45587122,45609716
58472,SQOR,15,45631147,45691294
105370802,LOC105370802,15,45705194,45931069
80031,SEMA6D,15,47184205,47774223
101928442,LINC01491,15,47803383,47846236
283652,SLC24A5,15,48120971,48142392
50804,MYEF2,15,48139427,48178361
399697,CTXN2,15,48191669,48203754
6557,SLC12A1,15,48206300,48304078
1854,DUT,15,48331094,48343373
2200,FBN1,15,48408305,48645788
22995,CEP152,15,48737937,48811146
399694,SHC4,15,48823736,48963444
23741,EID1,15,48878092,48880183
9728,SECISBP2L,15,48988638,49046563
9318,COPS2,15,49125273,49155657
2585,GALK2,15,49155758,49329805
100306975,NDUFAF4P1,15,49156297,49158625
100616332,MIR4716,15,49169069,49169153
196951,FAM227B,15,49328394,49620931
2252,FGF7,15,49423177,49487326
56986,DTWD1,15,49621028,49645136
79895,ATP8B4,15,49858237,50119222
11001,SLC27A2,15,50182195,50236392
3067,HDC,15,50241948,50265965
2553,GABPB1,15,50277191,50355429
55056,GABPB1-IT1,15,50348935,50354879
100129387,GABPB1-AS1,15,50354173,50358306
100616396,MIR4712,15,50360328,50360410
9101,USP8,15,50424376,50501083
373509,USP50,15,50500561,50546705
54822,TRPM7,15,50557158,50686815
84888,SPPL2A,15,50707539,50765713
23431,AP4E1,15,50908671,51005900
100132724,DCAF13P3,15,50944128,50946565
109729174,MIR4713HG,15,51037487,51293912
388121,TNFAIP8L3,15,51056600,51105276
1588,CYP19A1,15,51208056,51338598
100616369,MIR4713,15,51242189,51242264
102465855,MIR7973-2,15,51314031,51314107
102466250,MIR7973-1,15,51314033,51314109
342035,GLDN,15,51341503,51408001
23312,DMXL2,15,51447723,51622770
29106,SCG3,15,51681352,51721026
256586,LYSMD2,15,51723063,51751453
29767,TMOD2,15,51751560,51816361
29766,TMOD3,15,51829627,51912134
100422556,LOC100422556,15,51918962,51924120
123169,LEO1,15,51938024,51971801
5597,MAPK6,15,52019213,52066265
10017,BCL2L10,15,52109265,52112775
10681,GNB5,15,52120925,52191368
100129973,CERNA1,15,52180025,52205879
55930,MYO5C,15,52192317,52295798
100302202,MIR1266,15,52277116,52277200
4644,MYO5A,15,52307283,52529050
10776,ARPP19,15,52547044,52569446
56204,FAM214A,15,52581320,52678634
3175,ONECUT1,15,52755054,52790012
105370822,LINC02490,15,53116364,53129698
256764,WDR72,15,53513740,53762878
440279,UNC13C,15,53978179,54628608
105370829,LOC105370829,15,55056746,55092173
51187,RSL24D1,15,55181313,55197033
5873,RAB27A,15,55202965,55289815
101928527,PIGBOS1,15,55317183,55319194
9488,PIGB,15,55318934,55355648
9236,CCPG1,15,55355222,55408510
100533483,DNAAF4-CCPG1,15,55355222,55498584
693213,MIR628,15,55372939,55373034
145788,C15orf65,15,55408524,55418712
161582,DNAAF4,15,55417755,55508234
26108,PYGO1,15,55538880,55588852
283659,PRTG,15,55611540,55743119
4734,NEDD4,15,55826918,55993746
64864,RFX7,15,56090532,56243285
374618,TEX9,15,56365423,56445997
55329,MNS1,15,56428730,56465137
54816,ZNF280D,15,56630175,56734086
145783,LOC145783,15,56886169,56918499
6938,TCF12,15,56918089,57291261
109616990,SNORD13D,15,57278566,57278657
283663,LINC00926,15,57300364,57307769
101928611,LINC01413,15,57319137,57325039
84952,CGNL1,15,57376504,57550727
100820829,MYZAP,15,57591903,57685364
145781,GCOM1,15,57591903,57717557
81488,POLR2M,15,57706520,57717557
8854,ALDH1A2,15,57953423,58065923
283665,LOC283665,15,58065224,58072705
366,AQP9,15,58138168,58185911
3990,LIPC,15,58431975,58568874
101928694,LIPC-AS1,15,58434900,58498735
102,ADAM10,15,58595203,58749978
664618,HSP90AB4P,15,58690472,58693607
101928725,LOC101928725,15,58768071,58770974
54629,MINDY2,15,58771191,58861899
79811,SLTM,15,58879044,58933676
54778,RNF111,15,58987587,59097419
9133,CCNB2,15,59105084,59125045
4643,MYO1E,15,59135968,59372872
100313886,MIR2116,15,59171182,59171262
92483,LDHAL6B,15,59206815,59208586
145773,FAM81A,15,59438172,59523552
9245,GCNT3,15,59611782,59620011
2958,GTF2A2,15,59638061,59657541
663,BNIP2,15,59659145,59689534
27023,FOXB1,15,60004221,60005943
302,ANXA2,15,60347150,60397986
79664,ICE2,15,60419608,60479160
101928784,RORA-AS1,15,60479177,60630639
6095,RORA,15,60488283,61229303
100996876,RORA-AS2,15,60681568,60687249
100506530,LINC02349,15,61729917,61731389
54832,VPS13C,15,61852390,62060465
101928907,LOC101928907,15,62060502,62062434
145741,C2CD4A,15,62066976,62070917
388125,C2CD4B,15,62163537,62165283
107984784,LOC107984784,15,62196171,62203318
255180,GOLGA2P11,15,62242528,62248795
102465869,MIR8067,15,62304657,62304734
102464834,MIR6085,15,62343028,62343138
197003,MGC15885,15,62637171,62645181
83660,TLN2,15,62647310,62844630
406965,MIR190A,15,62823956,62824041
7168,TPM1,15,63042638,63071914
111064646,TPM1-AS,15,63046033,63049387
114294,LACTB,15,63121799,63142065
51065,RPS27L,15,63153339,63157542
51762,RAB8B,15,63189528,63267774
83464,APH1B,15,63277549,63309126
771,CA12,15,63321377,63382166
102723344,LINC02568,15,63390229,63437536
9960,USP3,15,63504510,63594640
100130855,USP3-AS1,15,63587709,63600827
283807,FBXL22,15,63597352,63602421
