entity:sample_id	participant	Source	target_type	WES_bai	WES_bam	WES_bam_path
dm_ACH-000800	ACH-000800	dm	ICE	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1500/Exome/NCI-H446/current/NCI-H446.bai	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1500/Exome/NCI-H446/current/NCI-H446.bam	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1500/Exome/NCI-H446/current/NCI-H446.bam
dm_ACH-000805	ACH-000805	dm	ICE	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1561/Exome/COLO-679/current/COLO-679.bai	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1561/Exome/COLO-679/current/COLO-679.bam	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1561/Exome/COLO-679/current/COLO-679.bam
dm_ACH-000820	ACH-000820	dm	ICE	gs://fc-3c1319f5-729f-43d4-999c-3e8620465fe4/samples/SW403.bai	gs://fc-3c1319f5-729f-43d4-999c-3e8620465fe4/samples/SW403.bam	gs://fc-3c1319f5-729f-43d4-999c-3e8620465fe4/samples/SW403.bam
dm_ACH-000823	ACH-000823	dm	ICE	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1500/Exome/KYSE-140/current/KYSE-140.bai	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1500/Exome/KYSE-140/current/KYSE-140.bam	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1500/Exome/KYSE-140/current/KYSE-140.bam
dm_ACH-000829	ACH-000829	dm	ICE	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1561/Exome/HuNS1/current/HuNS1.bai	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1561/Exome/HuNS1/current/HuNS1.bam	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1561/Exome/HuNS1/current/HuNS1.bam
dm_ACH-000833	ACH-000833	dm	ICE	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1420/Exome/RH30_1/current/RH30_1.bai	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1420/Exome/RH30_1/current/RH30_1.bam	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1420/Exome/RH30_1/current/RH30_1.bam
dm_ACH-000841	ACH-000841	dm	ICE	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1561/Exome/NCI-H2087/current/NCI-H2087.bai	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1561/Exome/NCI-H2087/current/NCI-H2087.bam	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1561/Exome/NCI-H2087/current/NCI-H2087.bam
dm_ACH-000866	ACH-000866	dm	ICE	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1500/Exome/NCI-H1048/current/NCI-H1048.bai	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1500/Exome/NCI-H1048/current/NCI-H1048.bam	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1500/Exome/NCI-H1048/current/NCI-H1048.bam
dm_ACH-000869	ACH-000869	dm	ICE	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1561/Exome/NCI-H1568/current/NCI-H1568.bai	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1561/Exome/NCI-H1568/current/NCI-H1568.bam	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1561/Exome/NCI-H1568/current/NCI-H1568.bam
dm_ACH-000872	ACH-000872	dm	ICE	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1211/Exome/HCC515/current/HCC515.bai	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1211/Exome/HCC515/current/HCC515.bam	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1211/Exome/HCC515/current/HCC515.bam
dm_ACH-000884	ACH-000884	dm	ICE	gs://fc-3c1319f5-729f-43d4-999c-3e8620465fe4/seq/picard_aggregation/RP-1561/Exome/MDA-MB-435S/current/MDA-MB-435S.bai	gs://fc-3c1319f5-729f-43d4-999c-3e8620465fe4/seq/picard_aggregation/RP-1561/Exome/MDA-MB-435S/current/MDA-MB-435S.bam	gs://fc-3c1319f5-729f-43d4-999c-3e8620465fe4/seq/picard_aggregation/RP-1561/Exome/MDA-MB-435S/current/MDA-MB-435S.bam
dm_ACH-000929	ACH-000929	dm	ICE	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1561/Exome/NCI-H2110/current/NCI-H2110.bai	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1561/Exome/NCI-H2110/current/NCI-H2110.bam	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1561/Exome/NCI-H2110/current/NCI-H2110.bam
dm_ACH-000937	ACH-000937	dm	ICE	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1561/Exome/PF-382/current/PF-382.bai	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1561/Exome/PF-382/current/PF-382.bam	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1561/Exome/PF-382/current/PF-382.bam
dm_ACH-000954	ACH-000954	dm	ICE	gs://fc-3c1319f5-729f-43d4-999c-3e8620465fe4/samples/HEC1A.bai	gs://fc-3c1319f5-729f-43d4-999c-3e8620465fe4/samples/HEC1A.bam	gs://fc-3c1319f5-729f-43d4-999c-3e8620465fe4/samples/HEC1A.bam
dm_ACH-000956	ACH-000956	dm	AGILENT	gs://fc-b083f84c-98f2-4b0c-bdb2-cdffd601ee6c/xchip/cle/analysis/mghandi/bams/ccle.wes.gdc/C836.22Rv1.2.bai	gs://fc-b083f84c-98f2-4b0c-bdb2-cdffd601ee6c/xchip/cle/analysis/mghandi/bams/ccle.wes.gdc/C836.22Rv1.2.bam	
dm_ACH-000975	ACH-000975	dm	ICE	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1211/Exome/HCC2450/v1/HCC2450.bai	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1211/Exome/HCC2450/v1/HCC2450.bam	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1211/Exome/HCC2450/v1/HCC2450.bam
dm_ACH-001001	ACH-001001	dm	ICE	gs://fc-3c1319f5-729f-43d4-999c-3e8620465fe4/samples/143B.bai	gs://fc-3c1319f5-729f-43d4-999c-3e8620465fe4/samples/143B.bam	gs://fc-3c1319f5-729f-43d4-999c-3e8620465fe4/samples/143B.bam
dm_ACH-001020	ACH-001020	dm	ICE	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1211/Exome/BT16/v1/BT16.bai	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1211/Exome/BT16/v1/BT16.bam	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1211/Exome/BT16/v1/BT16.bam
dm_ACH-001022	ACH-001022	dm	ICE	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1561/Exome/CBAGPN/v1/CBAGPN.bai	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1561/Exome/CBAGPN/v1/CBAGPN.bam	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1561/Exome/CBAGPN/v1/CBAGPN.bam
dm_ACH-001028	ACH-001028	dm	ICE	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1211/Exome/CHLA06_1/v2/CHLA06_1.bai	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1211/Exome/CHLA06_1/v2/CHLA06_1.bam	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1211/Exome/CHLA06_1/v2/CHLA06_1.bam
dm_ACH-001029	ACH-001029	dm	ICE	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1561/Exome/CHLA10/v1/CHLA10.bai	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1561/Exome/CHLA10/v1/CHLA10.bam	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1561/Exome/CHLA10/v1/CHLA10.bam
dm_ACH-001030	ACH-001030	dm	ICE	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1211/Exome/CHLA218_1/v1/CHLA218_1.bai	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1211/Exome/CHLA218_1/v1/CHLA218_1.bam	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1211/Exome/CHLA218_1/v1/CHLA218_1.bam
dm_ACH-001031	ACH-001031	dm	ICE	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1211/Exome/CHLA266_1/v2/CHLA266_1.bai	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1211/Exome/CHLA266_1/v2/CHLA266_1.bam	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1211/Exome/CHLA266_1/v2/CHLA266_1.bam
dm_ACH-001032	ACH-001032	dm	ICE	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1211/Exome/CHLA32_1/v2/CHLA32_1.bai	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1211/Exome/CHLA32_1/v2/CHLA32_1.bam	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1211/Exome/CHLA32_1/v2/CHLA32_1.bam
dm_ACH-001033	ACH-001033	dm	ICE	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1211/Exome/CHLA57_1/v2/CHLA57_1.bai	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1211/Exome/CHLA57_1/v2/CHLA57_1.bam	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1211/Exome/CHLA57_1/v2/CHLA57_1.bam
dm_ACH-001034	ACH-001034	dm	ICE	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1211/Exome/CHLA-9_1/v2/CHLA-9_1.bai	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1211/Exome/CHLA-9_1/v2/CHLA-9_1.bam	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1211/Exome/CHLA-9_1/v2/CHLA-9_1.bam
dm_ACH-001035	ACH-001035	dm	ICE	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1211/Exome/CHLA99_1/v2/CHLA99_1.bai	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1211/Exome/CHLA99_1/v2/CHLA99_1.bam	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1211/Exome/CHLA99_1/v2/CHLA99_1.bam
dm_ACH-001038	ACH-001038	dm	ICE	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1211/Exome/COGE352_1/v2/COGE352_1.bai	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1211/Exome/COGE352_1/v2/COGE352_1.bam	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1211/Exome/COGE352_1/v2/COGE352_1.bam
dm_ACH-001041	ACH-001041	dm	ICE	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1211/Exome/Colo699_1/current/Colo699_1.bai	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1211/Exome/Colo699_1/current/Colo699_1.bam	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1211/Exome/Colo699_1/current/Colo699_1.bam
dm_ACH-001050	ACH-001050	dm	ICE	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1211/Exome/CW9019_1/v2/CW9019_1.bai	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1211/Exome/CW9019_1/v2/CW9019_1.bam	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1211/Exome/CW9019_1/v2/CW9019_1.bam
dm_ACH-001053	ACH-001053	dm	ICE	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1211/Exome/D425_1/current/D425_1.bai	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1211/Exome/D425_1/current/D425_1.bam	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1211/Exome/D425_1/current/D425_1.bam
dm_ACH-001054	ACH-001054	dm	ICE	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1211/Exome/D458_1/current/D458_1.bai	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1211/Exome/D458_1/current/D458_1.bam	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1211/Exome/D458_1/current/D458_1.bam
dm_ACH-001057	ACH-001057	dm	ICE	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1003/Exome/DERL-2_1/current/DERL-2_1.bai	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1003/Exome/DERL-2_1/current/DERL-2_1.bam	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1003/Exome/DERL-2_1/current/DERL-2_1.bam
dm_ACH-001059	ACH-001059	dm	ICE	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1561/Exome/DL_/v1/DL_.bai	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1561/Exome/DL_/v1/DL_.bam	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1561/Exome/DL_/v1/DL_.bam
dm_ACH-001060	ACH-001060	dm	ICE	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1003/Exome/DL-40_1/current/DL-40_1.bai	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1003/Exome/DL-40_1/current/DL-40_1.bam	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1003/Exome/DL-40_1/current/DL-40_1.bam
dm_ACH-001063	ACH-001063	dm	AGILENT	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/C836/DOV13/v1/DOV13.bai	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/C836/DOV13/v1/DOV13.bam	
dm_ACH-001066	ACH-001066	dm	AGILENT	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/C817/EWS834/current/EWS834.bai	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/C817/EWS834/current/EWS834.bam	
dm_ACH-001067	ACH-001067	dm	ICE	gs://fc-3c1319f5-729f-43d4-999c-3e8620465fe4/samples/F5.bai	gs://fc-3c1319f5-729f-43d4-999c-3e8620465fe4/samples/F5.bam	gs://fc-3c1319f5-729f-43d4-999c-3e8620465fe4/samples/F5.bam
dm_ACH-001068	ACH-001068	dm	ICE	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1003/Exome/FEPD_1/current/FEPD_1.bai	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1003/Exome/FEPD_1/current/FEPD_1.bam	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1003/Exome/FEPD_1/current/FEPD_1.bam
dm_ACH-001075	ACH-001075	dm	ICE	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1500/Exome/NCI-H292/current/NCI-H292.bai	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1500/Exome/NCI-H292/current/NCI-H292.bam	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1500/Exome/NCI-H292/current/NCI-H292.bam
dm_ACH-001096	ACH-001096	dm	ICE	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1211/Exome/JR_1/v2/JR_1.bai	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1211/Exome/JR_1/v2/JR_1.bam	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1211/Exome/JR_1/v2/JR_1.bam
dm_ACH-001097	ACH-001097	dm	ICE	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1003/Exome/Karpas-384_1/current/Karpas-384_1.bai	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1003/Exome/Karpas-384_1/current/Karpas-384_1.bam	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1003/Exome/Karpas-384_1/current/Karpas-384_1.bam
dm_ACH-001099	ACH-001099	dm	ICE	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1211/Exome/KD/v1/KD.bai	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1211/Exome/KD/v1/KD.bam	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1211/Exome/KD/v1/KD.bam
dm_ACH-001100	ACH-001100	dm	ICE	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1003/Exome/KHYG-1_1/current/KHYG-1_1.bai	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1003/Exome/KHYG-1_1/current/KHYG-1_1.bam	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1003/Exome/KHYG-1_1/current/KHYG-1_1.bam
dm_ACH-001111	ACH-001111	dm	ICE	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1211/Exome/L82/current/L82.bai	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1211/Exome/L82/current/L82.bam	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1211/Exome/L82/current/L82.bam
dm_ACH-001119	ACH-001119	dm	ICE	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1003/Exome/MAC2A_1/current/MAC2A_1.bai	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1003/Exome/MAC2A_1/current/MAC2A_1.bam	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1003/Exome/MAC2A_1/current/MAC2A_1.bam
dm_ACH-001128	ACH-001128	dm	ICE	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1211/Exome/MON/v1/MON.bai	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1211/Exome/MON/v1/MON.bam	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1211/Exome/MON/v1/MON.bam
dm_ACH-001129	ACH-001129	dm	ICE	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1561/Exome/MONO-MAC-1/current/MONO-MAC-1.bai	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1561/Exome/MONO-MAC-1/current/MONO-MAC-1.bam	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1561/Exome/MONO-MAC-1/current/MONO-MAC-1.bam
dm_ACH-001132	ACH-001132	dm	ICE	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1003/Exome/MTA_1/current/MTA_1.bai	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1003/Exome/MTA_1/current/MTA_1.bam	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1003/Exome/MTA_1/current/MTA_1.bam
dm_ACH-001134	ACH-001134	dm	ICE	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1211/Exome/My-La/current/My-La.bai	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1211/Exome/My-La/current/My-La.bam	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1211/Exome/My-La/current/My-La.bam
dm_ACH-001143	ACH-001143	dm	ICE	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1003/Exome/NKL_1/current/NKL_1.bai	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1003/Exome/NKL_1/current/NKL_1.bam	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1003/Exome/NKL_1/current/NKL_1.bam
dm_ACH-001145	ACH-001145	dm	ICE	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1561/Exome/OC316/v1/OC316.bai	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1561/Exome/OC316/v1/OC316.bam	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1561/Exome/OC316/v1/OC316.bam
dm_ACH-001147	ACH-001147	dm	ICE	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1003/Exome/OCILY12_1/current/OCILY12_1.bai	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1003/Exome/OCILY12_1/current/OCILY12_1.bam	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1003/Exome/OCILY12_1/current/OCILY12_1.bam
dm_ACH-001148	ACH-001148	dm	ICE	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1003/Exome/OCILY132_1/current/OCILY132_1.bai	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1003/Exome/OCILY132_1/current/OCILY132_1.bam	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1003/Exome/OCILY132_1/current/OCILY132_1.bam
dm_ACH-001163	ACH-001163	dm	AGILENT	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-613/Exome/Peds005T_PF_AD/current/Peds005T_PF_AD.bai	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-613/Exome/Peds005T_PF_AD/current/Peds005T_PF_AD.bam	
dm_ACH-001164	ACH-001164	dm	ICE	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1211/Exome/PEDS015T_1/v2/PEDS015T_1.bai	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1211/Exome/PEDS015T_1/v2/PEDS015T_1.bam	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1211/Exome/PEDS015T_1/v2/PEDS015T_1.bam
dm_ACH-001173	ACH-001173	dm	ICE	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1211/Exome/R262_1/current/R262_1.bai	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1211/Exome/R262_1/current/R262_1.bam	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1211/Exome/R262_1/current/R262_1.bam
dm_ACH-001183	ACH-001183	dm	ICE	gs://fc-3c1319f5-729f-43d4-999c-3e8620465fe4/seq/picard_aggregation/RP-1561/Exome/RT-112/current/RT-112.bai	gs://fc-3c1319f5-729f-43d4-999c-3e8620465fe4/seq/picard_aggregation/RP-1561/Exome/RT-112/current/RT-112.bam	gs://fc-3c1319f5-729f-43d4-999c-3e8620465fe4/seq/picard_aggregation/RP-1561/Exome/RT-112/current/RT-112.bam
dm_ACH-001184	ACH-001184	dm	ICE	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1420/Exome/SCMCRM2_1/current/SCMCRM2_1.bai	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1420/Exome/SCMCRM2_1/current/SCMCRM2_1.bam	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1420/Exome/SCMCRM2_1/current/SCMCRM2_1.bam
dm_ACH-001190	ACH-001190	dm	ICE	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1561/Exome/SK-MEL-2/current/SK-MEL-2.bai	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1561/Exome/SK-MEL-2/current/SK-MEL-2.bam	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/RP-1561/Exome/SK-MEL-2/current/SK-MEL-2.bam
dm_ACH-001192	ACH-001192	dm	AGILENT	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/C817/SK-NEP-1/v3/SK-NEP-1.bai	gs://fc-effb3f55-962a-4b1f-b41d-63234d7e5735/seq/picard_aggregation/C817/SK-NEP-1/v3/SK-NEP-1.bam	
