ensembl_gene_id,hgnc_id
ENSG00000251908,U6-491P
ENSG00000255749,AI2P1
ENSG00000244573,L30P11
ENSG00000171681,F7IP
ENSG00000121316,BD1
ENSG00000255649,008114.1
ENSG00000200830,7SKP134
ENSG00000256751,BD1-AS1
ENSG00000070019,CY2C
ENSG00000214772,010168.1
ENSG00000261324,010168.2
ENSG00000197837,ST4H4
ENSG00000246705,AFJ
ENSG00000084463,P11
ENSG00000182993,2orf60
ENSG00000179256,CO3
ENSG00000111339,T4
ENSG00000256339,007655.1
ENSG00000111341,P
ENSG00000139055,P27
ENSG00000111348,HGDIB
ENSG00000139053,E6H
ENSG00000255727,NC01489
ENSG00000134533,RG
ENSG00000256650,RG-IT1
ENSG00000255660,RG-AS1
ENSG00000256283,TTL8P1
ENSG00000151490,PRO
ENSG00000243916,092183.1
ENSG00000151491,S8
ENSG00000200105,U6-251P
ENSG00000255565,073651.1
ENSG00000256627,073651.2
ENSG00000023734,RAP
ENSG00000023697,RA
ENSG00000256134,LN3P1
ENSG00000188991,C15A5
ENSG00000008394,ST1
ENSG00000256238,PT16HP1
ENSG00000256450,007552.1
ENSG00000048540,O3
ENSG00000256564,007552.2
ENSG00000283240,007529.2
ENSG00000255871,007529.1
ENSG00000256211,023512.1
ENSG00000213235,F1A1P16
ENSG00000212358,U6-837P
ENSG00000285724,092110.1
ENSG00000242991,L7P40
ENSG00000256896,MC1P8
ENSG00000256756,MM17BP1
ENSG00000256994,NC02378
ENSG00000256389,087321.1
ENSG00000283665,R3974
ENSG00000206662,00019
ENSG00000111404,RGL
ENSG00000139144,K3C2G
ENSG00000255892,FIP1P1
ENSG00000255960,092851.1
ENSG00000256138,SCAN7P1
ENSG00000139151,CZ1
ENSG00000255993,MC1P9
ENSG00000255648,087242.1
ENSG00000177938,PZA3
ENSG00000227525,L7P6
ENSG00000256844,F2BNBP1
ENSG00000052126,EKHA5
ENSG00000253284,092828.1
ENSG00000240993,7SL459P
ENSG00000243854,7SL67P
ENSG00000139154,BP2
ENSG00000255909,CD5P1
ENSG00000271462,091805.2
ENSG00000200247,U6-254P
ENSG00000245205,F1A1P4
ENSG00000240328,091805.1
ENSG00000200885,U1-146P
ENSG00000255910,024901.1
ENSG00000256849,P1P3
ENSG00000256287,NC02398
ENSG00000256499,NC02468
ENSG00000256879,129102.1
ENSG00000172572,E3A
ENSG00000131982,E2L2
ENSG00000256663,112777.1
ENSG00000139155,CO1C1
ENSG00000111700,CO1B3
ENSG00000257046,011604.2
ENSG00000256157,011604.1
ENSG00000205754,CO1B7
ENSG00000257062,022335.1
ENSG00000134538,CO1B1
ENSG00000084453,CO1A2
ENSG00000121351,PP
ENSG00000121350,ROXD1
ENSG00000256021,OCP31
ENSG00000004700,CQL
ENSG00000111711,LT1B
ENSG00000134548,X
ENSG00000111713,S2
ENSG00000285854,010197.2
ENSG00000111716,HB
ENSG00000256615,010197.1
ENSG00000255644,010185.1
ENSG00000121361,NJ8
ENSG00000069431,CC9
ENSG00000257022,008250.1
ENSG00000275567,008250.2
ENSG00000255627,092862.1
ENSG00000111726,AS
ENSG00000111728,8SIA1
ENSG00000274624,007671.1
ENSG00000283582,LT6B2P
ENSG00000212172,U1-149P
ENSG00000256714,087318.1
ENSG00000111731,CD5
ENSG00000256973,053513.1
ENSG00000256371,RC34P1
ENSG00000256774,087241.2
ENSG00000250166,087241.1
ENSG00000257023,087241.3
ENSG00000139163,NK1
ENSG00000274885,087241.4
ENSG00000256995,084816.1
ENSG00000241451,S27P22
ENSG00000256923,084819.1
ENSG00000256321,087258.1
ENSG00000256353,087258.2
ENSG00000115934,087235.1
ENSG00000134532,X5
ENSG00000256473,087260.1
ENSG00000216192,R920
ENSG00000256120,X5-AS1
ENSG00000197503,NC00477
ENSG00000256852,OP1P1
ENSG00000244662,087312.1
ENSG00000255745,023796.1
ENSG00000240481,7SL38P
ENSG00000060982,AT1
ENSG00000256482,023796.2
ENSG00000278969,026310.3
ENSG00000255921,026310.2
ENSG00000213736,026310.1
ENSG00000226397,2orf77
ENSG00000118308,MP
ENSG00000258546,NPUP2
ENSG00000258449,023510.1
ENSG00000276842,023510.2
ENSG00000118307,SC1
ENSG00000205707,FRF1
ENSG00000133703,AS
ENSG00000274987,092794.1
ENSG00000275197,092794.2
ENSG00000278743,087239.1
ENSG00000201439,U4-67P
ENSG00000241846,092451.1
ENSG00000152936,NTD1
ENSG00000279173,092451.3
ENSG00000256079,092451.2
ENSG00000255988,BB4BP1
ENSG00000257009,022367.1
ENSG00000222950,7SKP262
ENSG00000256686,019209.3
ENSG00000255725,GP1
ENSG00000256440,019209.2
ENSG00000283603,R4302
ENSG00000256256,019209.1
ENSG00000246695,SSF8-AS1
ENSG00000123094,SSF8
ENSG00000123095,LHE41
ENSG00000123096,PN
ENSG00000256894,022509.3
ENSG00000256234,022509.2
ENSG00000255750,022509.1
ENSG00000278095,022509.4
ENSG00000255858,055720.1
ENSG00000255968,024145.1
ENSG00000256185,055720.2
ENSG00000123104,PR2
ENSG00000212549,A5SP354
ENSG00000234428,023051.1
ENSG00000256640,023051.2
ENSG00000064102,TS13
ENSG00000111790,FR1OP2
ENSG00000247903,024896.1
ENSG00000064115,7SF3
ENSG00000152944,D21
ENSG00000275764,092747.4
ENSG00000214700,2orf71
ENSG00000271418,092747.3
ENSG00000256226,092747.1
ENSG00000256625,092747.2
ENSG00000211455,K38L
ENSG00000029153,NTL2
ENSG00000245311,NTL2-AS1
ENSG00000165935,CO2
ENSG00000257037,RSP1
ENSG00000110841,FIBP1
ENSG00000248100,087257.1
ENSG00000256056,087257.2
ENSG00000256557,009509.3
ENSG00000256377,009509.1
ENSG00000174236,P15
ENSG00000276261,009509.4
ENSG00000230519,GB1P49
ENSG00000256504,009509.2
ENSG00000061794,PS35
ENSG00000252585,00019
ENSG00000205693,NSC4
ENSG00000256747,009511.2
ENSG00000087448,HL42
ENSG00000256512,009511.1
ENSG00000201612,7SKP15
ENSG00000274075,02271
ENSG00000256378,008011.1
ENSG00000087494,HLH
ENSG00000257042,008011.2
ENSG00000123106,DC91
ENSG00000247934,022364.1
ENSG00000255951,022364.2
ENSG00000278733,022079.2
ENSG00000273989,022079.1
ENSG00000252237,U4-54P
ENSG00000202187,A5SP355
ENSG00000244712,084754.1
ENSG00000256513,022081.1
ENSG00000278687,024255.1
ENSG00000257258,012150.1
ENSG00000064763,R2
ENSG00000275278,012150.2
ENSG00000275476,009318.4
ENSG00000257176,009318.1
ENSG00000274315,009318.3
ENSG00000273680,009318.2
ENSG00000087502,GIC2
ENSG00000257599,CH1-AS1
ENSG00000187950,CH1
ENSG00000133687,TC1
ENSG00000257456,009320.1
ENSG00000242986,L21P99
ENSG00000276431,023511.2
ENSG00000257262,023511.1
ENSG00000257756,NC02386
ENSG00000284682,078776.2
ENSG00000251781,A5SP356
ENSG00000257932,078776.1
ENSG00000258202,026371.1
ENSG00000133704,O8
ENSG00000285870,012673.1
ENSG00000110888,PRIN2
ENSG00000246331,010198.1
ENSG00000235884,NC00941
ENSG00000285517,NC00941
ENSG00000258118,IAP44
ENSG00000110900,PAN11
ENSG00000226472,008013.1
ENSG00000256984,008013.2
ENSG00000245614,X11-AS1
ENSG00000013573,X11
ENSG00000212533,00072
ENSG00000270926,008013.3
ENSG00000177359,024940.1
ENSG00000270766,024940.4
ENSG00000243517,024940.2
ENSG00000270395,EGP1
ENSG00000275097,024940.5
ENSG00000139146,NHCAF
ENSG00000256176,024940.3
ENSG00000177340,J13224
ENSG00000256232,NC02387
ENSG00000283256,00026
ENSG00000170456,NND5B
ENSG00000200388,U6-618P
ENSG00000275769,068792.1
ENSG00000203437,022080.1
ENSG00000256159,022080.3
ENSG00000201228,00019
ENSG00000225349,022080.2
ENSG00000255867,NND5B-AS1
ENSG00000252390,U5F-4P
ENSG00000231788,L31P50
ENSG00000233381,4P3
ENSG00000139160,FBKMT
ENSG00000151743,N1
ENSG00000276058,MN1P1
ENSG00000276900,023157.3
ENSG00000256843,023157.2
ENSG00000223722,023157.1
ENSG00000188375,F3C
ENSG00000252421,U6-1069P
ENSG00000252204,00402
ENSG00000256372,023050.2
ENSG00000255760,NC02422
ENSG00000256465,023050.3
ENSG00000244436,023050.1
ENSG00000242314,L12P32
ENSG00000256987,023050.4
ENSG00000174718,AA1551
ENSG00000276136,016957.2
ENSG00000257094,016957.1
ENSG00000257852,048344.2
ENSG00000271357,048344.3
ENSG00000257530,048344.1
ENSG00000151746,CD1
ENSG00000277342,048344.4
ENSG00000258134,016954.1
ENSG00000274964,026356.1
ENSG00000276115,026356.2
ENSG00000207176,00019
ENSG00000139132,D4
ENSG00000253063,U6-494P
ENSG00000087470,M1L
ENSG00000257643,084824.2
ENSG00000201563,00019
ENSG00000276148,084824.5
ENSG00000257511,084824.1
ENSG00000139131,RS2
ENSG00000274105,084824.3
ENSG00000275854,084824.4
ENSG00000057294,P2
ENSG00000274976,087588.2
ENSG00000244743,087588.1
ENSG00000257316,087311.1
ENSG00000257435,087311.2
ENSG00000110975,T10
ENSG00000259937,023158.1
ENSG00000273853,023158.2
ENSG00000256070,016956.1
ENSG00000212475,U6-400P
ENSG00000270807,024153.1
ENSG00000207026,U6-472P
ENSG00000201624,00019
ENSG00000139133,G10
ENSG00000245482,046130.1
ENSG00000256538,046130.2
ENSG00000255628,140847.1
ENSG00000256986,140847.3
ENSG00000250788,BB8P4
ENSG00000255652,140847.2
ENSG00000272435,A5SP357
ENSG00000258794,X4L27
ENSG00000256614,6P1
ENSG00000258368,F970P
ENSG00000257173,6P2
ENSG00000258278,UHP8
ENSG00000274293,01518
ENSG00000199843,A5SP358
ENSG00000201708,A5SP359
ENSG00000254381,BB8P5
ENSG00000257292,117372.1
ENSG00000258360,1P12
ENSG00000253016,00019
ENSG00000175548,G10B
ENSG00000257645,087897.1
ENSG00000258119,087897.2
ENSG00000139117,NE8
ENSG00000257718,NE8-AS1
ENSG00000257586,018448.2
ENSG00000257237,018448.1
ENSG00000258144,NC02406
ENSG00000270718,084373.1
ENSG00000139116,F21A
ENSG00000255991,121334.1
ENSG00000270273,121334.2
ENSG00000173208,CD2
ENSG00000285732,121334.3
ENSG00000180116,2orf40
ENSG00000151229,C2A13
ENSG00000199571,00414
ENSG00000229014,L30P13
ENSG00000260943,NC02555
ENSG00000223914,NC02471
ENSG00000225342,079630.1
ENSG00000188906,RK2
ENSG00000229899,084290.1
ENSG00000205592,C19
ENSG00000258167,107023.1
ENSG00000207492,U6-713P
ENSG00000018236,TN1
ENSG00000257680,016144.1
ENSG00000274682,015540.1
ENSG00000165966,ZRN4
ENSG00000257228,090531.1
ENSG00000252364,A5SP360
ENSG00000258239,ND2P17
ENSG00000257858,ND1P24
ENSG00000257784,NC02400
ENSG00000257239,090630.1
ENSG00000257128,006197.1
ENSG00000271379,023513.1
ENSG00000151233,YLT1
ENSG00000015153,F2
ENSG00000134283,HLN1
ENSG00000257674,020629.1
ENSG00000139168,RB1
ENSG00000278520,R7851
ENSG00000252917,00090
ENSG00000274943,079684.1
ENSG00000199886,U6-249P
ENSG00000257376,079601.2
ENSG00000207142,00019
ENSG00000139174,ICKLE1
ENSG00000257225,079601.1
ENSG00000258068,079600.3
ENSG00000257510,NC02402
ENSG00000257687,079600.2
ENSG00000257405,079600.1
ENSG00000257164,NC02451
ENSG00000240759,S27P21
ENSG00000257114,NC02450
ENSG00000271272,068802.1
ENSG00000257849,012038.2
ENSG00000257373,012038.1
ENSG00000257927,PS36P5
ENSG00000258331,NC02461
ENSG00000173157,AMTS20
ENSG00000241251,090525.1
ENSG00000257813,090525.2
ENSG00000271508,090525.3
ENSG00000257907,F1A1P17
ENSG00000129317,S7L
ENSG00000257896,093012.1
ENSG00000198001,AK4
ENSG00000151239,F1
ENSG00000139173,EM117
ENSG00000258212,F75BP
ENSG00000257947,025030.2
ENSG00000257864,025030.1
ENSG00000275286,025253.1
ENSG00000184613,LL2
ENSG00000201788,00019
ENSG00000185610,X2
ENSG00000257319,008127.1
ENSG00000257331,CGAP1P
ENSG00000257572,008127.2
ENSG00000199556,A5SP361
ENSG00000134297,EKHA8P1
ENSG00000257738,009248.1
ENSG00000177119,O6
ENSG00000278351,009248.2
ENSG00000257368,063924.1
ENSG00000257657,079950.1
ENSG00000283545,00026
ENSG00000273015,008124.1
ENSG00000189079,ID2
ENSG00000278475,009464.1
ENSG00000265093,7SL246P
ENSG00000270429,OP1P2
ENSG00000139218,AF11
ENSG00000239397,084878.1
ENSG00000111371,C38A1
ENSG00000274591,025031.3
ENSG00000134294,C38A2
ENSG00000258096,025031.2
ENSG00000257261,008014.1
ENSG00000257496,025031.1
ENSG00000275481,025031.4
ENSG00000278896,025031.5
ENSG00000272369,008035.1
ENSG00000272963,7A19P
ENSG00000271642,RK3P1
ENSG00000139209,C38A4
ENSG00000274723,079906.1
ENSG00000139211,IGO2
ENSG00000179715,ED1B
ENSG00000258352,119044.1
ENSG00000263838,R4698
ENSG00000247774,ED1B-AS1
ENSG00000257925,008083.1
ENSG00000258181,008083.2
ENSG00000276454,008083.3
ENSG00000258116,IAP45
ENSG00000199566,00264
ENSG00000257924,NC02416
ENSG00000264906,R4494
ENSG00000257906,NC02156
ENSG00000258369,I1P3
ENSG00000257807,003686.1
ENSG00000257905,004486.1
ENSG00000005175,AP3
ENSG00000276390,004241.3
ENSG00000257433,004241.1
ENSG00000111405,DOU
ENSG00000280054,004241.5
ENSG00000274902,004241.2
ENSG00000079337,PGEF3
ENSG00000211584,C48A1
ENSG00000277173,004241.4
ENSG00000061273,AC7
ENSG00000268069,004466.1
ENSG00000276691,004466.3
ENSG00000274737,004466.2
ENSG00000257488,NC02354
ENSG00000111424,R
ENSG00000205537,121338.1
ENSG00000278385,121338.2
ENSG00000279840,004801.7
ENSG00000134291,EM106C
ENSG00000139219,L2A1
ENSG00000258203,004801.5
ENSG00000257985,004801.4
ENSG00000257955,004801.3
ENSG00000276814,004801.6
ENSG00000079387,NP1
ENSG00000240399,004801.2
ENSG00000222635,U6-1203P
ENSG00000226138,004801.1
ENSG00000152556,KM
ENSG00000275770,R6505
ENSG00000177981,B8
ENSG00000274124,074029.3
ENSG00000258051,074029.2
ENSG00000257885,BP18
ENSG00000257848,074029.1
ENSG00000177875,DC184
ENSG00000279875,074029.4
ENSG00000269514,024257.3
ENSG00000172640,10AD1
ENSG00000258234,024257.1
ENSG00000275228,024257.5
ENSG00000187166,FNT
ENSG00000258273,024257.2
ENSG00000167528,F641
ENSG00000257735,090115.1
ENSG00000257763,5BK1P
ENSG00000273765,024257.4
ENSG00000258024,5BT1P
ENSG00000257792,5BJ1P
ENSG00000273434,8S21P
ENSG00000226413,8T1P
ENSG00000139223,P32D
ENSG00000177627,2orf54
ENSG00000258121,089987.2
ENSG00000240443,S10P20
ENSG00000197376,089987.1
ENSG00000284723,8S1
ENSG00000198678,5BS1P
ENSG00000167531,LBA
ENSG00000224709,11M1P
ENSG00000139620,NSL2
ENSG00000221491,ORA2C
ENSG00000281842,R1291
ENSG00000206612,ORA2A
ENSG00000207313,ORA2B
ENSG00000129315,NT1
ENSG00000257987,X49
ENSG00000257653,117498.1
ENSG00000174233,CY6
ENSG00000264201,R4701
ENSG00000257660,117498.2
ENSG00000271547,117498.3
ENSG00000207467,00019
ENSG00000167535,CNB3
ENSG00000174243,X23
ENSG00000172602,D1
ENSG00000199394,U6-600P
ENSG00000239617,073610.1
ENSG00000272822,073610.3
ENSG00000139537,DC65
ENSG00000134285,BP11
ENSG00000255863,073610.2
ENSG00000134287,F3
ENSG00000169884,T10B
ENSG00000200303,U6-940P
ENSG00000125084,T1
ENSG00000181418,N
ENSG00000258283,011603.3
ENSG00000257913,N-AS1
ENSG00000181929,KAG1
ENSG00000167548,T2D
ENSG00000167550,EBL1
ENSG00000277672,011603.4
ENSG00000139549,H
ENSG00000257346,011603.1
ENSG00000139636,BR1L
ENSG00000123416,BA1B
ENSG00000258017,011603.2
ENSG00000200309,00019
ENSG00000167552,BA1A
ENSG00000167553,BA1C
ENSG00000274017,00017
ENSG00000258101,010173.1
ENSG00000258232,125611.3
ENSG00000258334,125611.4
ENSG00000135406,PH
ENSG00000135451,OAP
ENSG00000186897,QL4
ENSG00000178401,AJC22
ENSG00000123352,ATS2
ENSG00000257954,125611.2
ENSG00000257464,125611.1
ENSG00000135519,NH3
ENSG00000187778,RS1
ENSG00000110844,PF40B
ENSG00000257964,020612.3
ENSG00000135436,M186B
ENSG00000199237,U6-834P
ENSG00000258284,LR2KP1
ENSG00000257243,020612.1
ENSG00000258104,GD1AP9
ENSG00000161791,NL3
ENSG00000139644,BIM6
ENSG00000257570,020612.2
ENSG00000257730,M6P2
ENSG00000167566,KAP5L
ENSG00000258057,DIN3D-AS1
ENSG00000186666,DIN3D
ENSG00000257253,131157.1
ENSG00000242041,L35AP28
ENSG00000135472,IM2
ENSG00000258135,NC02396
ENSG00000257771,NC02395
ENSG00000167580,P2
ENSG00000257588,025154.2
ENSG00000257378,025154.1
ENSG00000161798,P5
ENSG00000086159,P6
ENSG00000161800,CGAP1
ENSG00000110881,IC1
ENSG00000066117,ARCD1
ENSG00000167588,D1
ENSG00000178449,X14
ENSG00000272368,074032.1
ENSG00000139624,RS5
ENSG00000050405,MA1
ENSG00000257298,008147.2
ENSG00000257531,008147.3
ENSG00000257256,008147.1
ENSG00000221604,R1293
ENSG00000212496,U6-1093P
ENSG00000278842,008147.4
ENSG00000185958,M186A
ENSG00000244266,090058.1
ENSG00000161813,RP4
ENSG00000066084,P2B
ENSG00000207136,U6-769P
ENSG00000200183,U6-238P
ENSG00000200428,00019
ENSG00000271018,013244.1
ENSG00000123268,F1
ENSG00000271490,013244.2
ENSG00000243075,7SL519P
ENSG00000186452,PRSS12
ENSG00000271621,013244.3
ENSG00000185432,TTL7A
ENSG00000274156,008121.2
ENSG00000199740,00019
ENSG00000271596,008121.1
ENSG00000214511,GD1C
ENSG00000274797,008121.3
ENSG00000110911,C11A2
ENSG00000272028,U6-87P
ENSG00000199903,U6-1273P
ENSG00000050426,TMD1
ENSG00000110925,RNP2
ENSG00000135457,CP2
ENSG00000244540,087884.1
ENSG00000257246,BP19
ENSG00000200953,00019
ENSG00000199824,U6-199P
ENSG00000184271,U6F1
ENSG00000278126,139768.1
ENSG00000183283,ZAP2
ENSG00000170545,AGP
ENSG00000110934,N2
ENSG00000139610,LA1
ENSG00000139629,LNT6
ENSG00000050438,C4A8
ENSG00000271065,107031.1
ENSG00000196876,N8A
ENSG00000257851,RNPA3P10
ENSG00000260122,068987.2
ENSG00000284730,068987.5
ENSG00000260473,068987.3
ENSG00000261308,GNL2
ENSG00000261586,068987.4
ENSG00000259887,068987.1
ENSG00000167612,KRD33
ENSG00000258021,025259.2
ENSG00000139567,VRL1
ENSG00000135503,VR1B
ENSG00000206992,U6-574P
ENSG00000161835,ASP
ENSG00000123358,4A1
ENSG00000259884,025259.3
ENSG00000123395,G101
ENSG00000257663,025259.1
ENSG00000284791,7E47P
ENSG00000257542,7E47P
ENSG00000257989,078864.1
ENSG00000258279,NC00592
ENSG00000167767,T80
ENSG00000257137,2orf80
ENSG00000257649,TTL7AP1
ENSG00000135480,T7
ENSG00000257671,T7-AS
ENSG00000170442,T86
ENSG00000135477,T87P
ENSG00000284883,021066.2
ENSG00000257830,021066.1
ENSG00000285102,021066.3
ENSG00000205426,T81
ENSG00000257829,121757.1
ENSG00000170523,T83
ENSG00000274928,T89P
ENSG00000135443,T85
ENSG00000161849,T84
ENSG00000258253,078865.1
ENSG00000161850,T82
ENSG00000257500,055736.1
ENSG00000257844,T90P
ENSG00000170454,T75
ENSG00000185479,T6B
ENSG00000170465,T6C
ENSG00000205420,T6A
ENSG00000186081,T5
ENSG00000139648,T71
ENSG00000170484,T74
ENSG00000170486,T72
ENSG00000257495,T73-AS1
ENSG00000186049,T73
ENSG00000258120,T128P
ENSG00000172867,T2
ENSG00000167768,T1
ENSG00000189182,T77
ENSG00000257700,055716.3
ENSG00000257402,T126P
ENSG00000258036,T125P
ENSG00000257616,055716.2
ENSG00000257343,055716.1
ENSG00000257675,BD10P1
ENSG00000257125,T127P
ENSG00000258071,L2BPP2
ENSG00000185069,T76
ENSG00000257404,107016.2
ENSG00000186442,T3
ENSG00000170477,T4
ENSG00000185640,T79
ENSG00000257389,107016.1
ENSG00000170423,T78
ENSG00000241146,L7P41
ENSG00000170421,T8
ENSG00000111057,T18
ENSG00000063046,F4B
ENSG00000257475,068888.2
ENSG00000257337,068888.1
ENSG00000111077,S2
ENSG00000278108,R6757
ENSG00000167778,RYD3
ENSG00000167779,FBP6
ENSG00000167780,AT2
ENSG00000258074,I1BP3
ENSG00000238669,U6-333P
ENSG00000258016,GD1AP1
ENSG00000257790,F4A1P4
ENSG00000139631,AD
ENSG00000257808,073573.1
ENSG00000139651,F740
ENSG00000139626,GB7
ENSG00000172819,RG
ENSG00000283536,021072.1
ENSG00000182544,SD5
ENSG00000135476,PL1
ENSG00000123349,DN5
ENSG00000257605,073611.1
ENSG00000139637,2orf10
ENSG00000094914,AS
ENSG00000170374,7
ENSG00000185591,1
ENSG00000135409,HR2
ENSG00000205352,R13
ENSG00000257379,023509.1
ENSG00000197111,BP2
ENSG00000282977,BP2-OT1
ENSG00000273658,02271
ENSG00000139625,P3K12
ENSG00000270175,023509.4
ENSG00000139546,RBP2
ENSG00000267281,023509.3
ENSG00000139574,FF
ENSG00000170653,F7
ENSG00000257550,023509.2
ENSG00000285692,023509.6
ENSG00000275488,023509.5
ENSG00000135390,P5MC2
ENSG00000213470,073594.1
ENSG00000012822,LCOCO1
ENSG00000260492,STR
ENSG00000260030,076968.1
ENSG00000253053,7SKP289
ENSG00000249641,XC13-AS
ENSG00000123364,XC13
ENSG00000123407,XC12
ENSG00000228630,TAIR
ENSG00000275589,01905
ENSG00000277994,01906
ENSG00000274817,012531.3
ENSG00000277129,012531.4
ENSG00000123388,XC11
ENSG00000251151,XC-AS3
ENSG00000180818,XC10
ENSG00000273049,012531.2
ENSG00000197757,XC6
ENSG00000207924,R196A2
ENSG00000250133,XC-AS2
ENSG00000180806,XC9
ENSG00000250451,XC-AS1
ENSG00000037965,XC8
ENSG00000198353,XC4
ENSG00000273046,XC5
ENSG00000260597,012531.1
ENSG00000172789,XC5
ENSG00000207571,R615
ENSG00000248265,J12825
ENSG00000250654,023794.3
ENSG00000249388,023794.2
ENSG00000250432,M242C
ENSG00000202146,00019
ENSG00000123415,UG1
ENSG00000250742,NC02381
ENSG00000283073,UG1-AS1
ENSG00000260470,023794.5
ENSG00000257534,023794.4
ENSG00000248576,023794.1
ENSG00000094916,X5
ENSG00000283803,R3198-2
ENSG00000241785,7SL390P
ENSG00000257596,078778.1
ENSG00000258344,078778.2
ENSG00000135486,RNPA1
ENSG00000123405,E2
ENSG00000111481,PZ1
ENSG00000207381,U6-950P
ENSG00000199122,R148B
ENSG00000264028,7SL744P
ENSG00000258137,079313.2
ENSG00000258086,079313.1
ENSG00000139572,R84
ENSG00000161642,F385A
ENSG00000161638,GA5
ENSG00000257477,NC01154
ENSG00000170627,SF1
ENSG00000123338,KAP1L
ENSG00000257824,068789.1
ENSG00000123360,E1B
ENSG00000135447,P1R1A
ENSG00000257780,YCAM1
ENSG00000135413,CRT
ENSG00000161634,D
ENSG00000257634,079310.1
ENSG00000270858,AC1P5
ENSG00000172551,CL1
ENSG00000135426,SPA1
ENSG00000257870,027287.2
ENSG00000123307,UROD4
ENSG00000196534,9K1P
ENSG00000257350,027287.1
ENSG00000170605,9K2
ENSG00000224622,9R1P
ENSG00000227423,10U1P
ENSG00000179919,10A7
ENSG00000197706,6C74
ENSG00000213451,6C69P
ENSG00000205331,6C72P
ENSG00000188324,6C6
ENSG00000230307,6C5P
ENSG00000205330,6C1
ENSG00000205329,6C3
ENSG00000257757,6C7P
ENSG00000187857,6C75
ENSG00000203408,6C71P
ENSG00000233606,6C66P
ENSG00000257414,6C73P
ENSG00000205328,6C65
ENSG00000179899,C1P1
ENSG00000185821,6C76
ENSG00000258763,122685.1
ENSG00000179695,6C2
ENSG00000184954,6C70
ENSG00000205327,6C68
ENSG00000234670,6C64P
ENSG00000179626,6C4
ENSG00000179615,2AP1
ENSG00000272937,6U2P
ENSG00000175398,10P1
ENSG00000258921,009779.4
ENSG00000272837,10AE3P
ENSG00000258907,009779.3
ENSG00000270458,009779.5
ENSG00000170439,TTL7B
ENSG00000135424,GA7
ENSG00000258311,OC1S1-RDH5
ENSG00000135441,OC1S1
ENSG00000135437,H5
ENSG00000135404,63
ENSG00000258056,009779.2
ENSG00000258045,00017
ENSG00000257384,009779.1
ENSG00000135414,F11
ENSG00000205323,RNP
ENSG00000257390,023055.1
ENSG00000257509,073487.1
ENSG00000123353,MDL2
ENSG00000135392,AJC14
ENSG00000182796,EM198B
ENSG00000123342,P19
ENSG00000257966,A1P3
ENSG00000257569,TP1P1
ENSG00000170473,M1
ENSG00000065357,KA
ENSG00000273973,025162.2
ENSG00000185664,EL
ENSG00000123374,K2
ENSG00000258554,025162.1
ENSG00000111540,B5B
ENSG00000237493,034102.1
ENSG00000139531,OX
ENSG00000123411,ZF4
ENSG00000273890,034102.8
ENSG00000257449,034102.3
ENSG00000197728,S26
ENSG00000065361,BB3
ENSG00000257411,034102.2
ENSG00000170515,2G4
ENSG00000257553,034102.4
ENSG00000229117,L41
ENSG00000135482,3H10
ENSG00000139641,YT1
ENSG00000258345,034102.7
ENSG00000258317,034102.6
ENSG00000257809,034102.5
ENSG00000196465,L6B
ENSG00000092841,L6
ENSG00000258199,073896.4
ENSG00000139613,ARCC2
ENSG00000181852,F41
ENSG00000139579,BP2
ENSG00000139540,C39A5
ENSG00000139645,KRD52
ENSG00000135469,Q10A
ENSG00000258260,073896.5
ENSG00000062485,
ENSG00000144785,073896.1
ENSG00000257303,073896.2
ENSG00000257740,073896.3
ENSG00000257727,PY2
ENSG00000135473,N2
ENSG00000110944,23A
ENSG00000170581,AT2
ENSG00000252206,U7-40P
ENSG00000175336,OF
ENSG00000274823,ONP
ENSG00000259099,025574.1
ENSG00000276272,024884.2
ENSG00000274569,024884.1
ENSG00000111602,MELESS
ENSG00000135517,P
ENSG00000285528,097104.1
ENSG00000176422,RYD4
ENSG00000135423,S2
ENSG00000257576,PD1P4
ENSG00000076067,MS2
ENSG00000201579,U6-343P
ENSG00000076108,Z2A
ENSG00000110955,P5F1B
ENSG00000207031,ORD59A
ENSG00000110958,GES3
ENSG00000241217,7SL809P
ENSG00000196531,CA
ENSG00000285625,117378.1
ENSG00000198056,IM1
ENSG00000025423,D17B6
ENSG00000258679,121758.1
ENSG00000273536,121758.3
ENSG00000258816,121758.2
ENSG00000212383,00554
ENSG00000170426,R9C7
ENSG00000278400,026120.2
ENSG00000139547,H16
ENSG00000278399,026120.1
ENSG00000166856,R182
ENSG00000166860,TB39
ENSG00000166863,C3
ENSG00000166866,O1A
ENSG00000166881,MP1
ENSG00000166886,B2
ENSG00000166888,AT6
ENSG00000123384,P1
ENSG00000259125,P1-AS
ENSG00000221365,R1228
ENSG00000182379,PH4
ENSG00000182199,MT2
ENSG00000276727,137834.2
ENSG00000185633,UFA4L2
ENSG00000185482,AC3
ENSG00000258830,137834.1
ENSG00000179912,HDM2
ENSG00000201198,U6-879P
ENSG00000258001,126614.1
ENSG00000175189,HBC
ENSG00000139269,HBE
ENSG00000111087,I1
ENSG00000123329,HGAP9
ENSG00000166986,RS
ENSG00000284152,R6758
ENSG00000175197,IT3
ENSG00000285133,022506.1
ENSG00000208028,R616
ENSG00000166987,D6
ENSG00000175203,TN2
ENSG00000155980,F5A
ENSG00000166908,P4K2C
ENSG00000178498,X3
ENSG00000240771,HGEF25
ENSG00000224713,025165.1
ENSG00000135502,C26A10
